date,log_return
2000-08-31,0.015936570683698702
2000-09-01,-0.0046821184816552616
2000-09-05,-0.004341585088584908
2000-09-06,-0.005818109451827068
2000-09-07,-0.0007297052588563561
2000-09-08,-0.0025580581193663603
2000-09-11,-0.0007319974400312447
2000-09-12,-0.0007326454797727202
2000-09-13,-0.0003665241267759522
2000-09-14,-0.0014673293532120602
2000-09-15,-0.0003671970185463141
2000-09-18,-0.0033106299386009568
2000-09-19,0.0018406042790115164
2000-09-20,-0.010722949588937191
2000-09-21,0.004821028519513943
2000-09-22,0.005534048683874582
2000-09-25,0.00842656877098999
2000-09-26,-0.000729971590922537
2000-09-27,0.016295852551421852
2000-09-28,-0.010108345250930458
2000-09-29,-0.007283353229220022
2000-10-02,-0.0018291572278935403
2000-10-03,-0.005507632671688516
2000-10-04,-0.0047980100356312
2000-10-05,0.0011093301708246246
2000-10-06,-0.004815783803371106
2000-10-09,0.0029663289070073085
2000-10-10,0.008479268473098305
2000-10-11,-0.006999453582375844
2000-10-12,0.021576971524794434
2000-10-13,-0.014577517942418648
2000-10-16,-0.0033094124949219258
2000-10-17,-0.0014743603554803494
2000-10-18,-0.00295537089715675
2000-10-19,-0.0007401247255392266
2000-10-20,0.004064317681602975
2000-10-23,-0.004064317681603003
2000-10-24,0.0
2000-10-25,-0.014544331578187226
2000-10-26,-0.004895578580431826
2000-10-27,-0.0018892883440647695
2000-10-30,-0.00037830946915785147
2000-10-31,0.002267597813222478
2000-11-01,-0.003782152856054572
2000-11-02,0.0018928645119897615
2000-11-03,0.0007561898546775912
2000-11-06,-0.0003780234494534826
2000-11-07,-0.0007564758743819636
2000-11-08,0.0026450505622500524
2000-11-09,0.003014274367296156
2000-11-10,-0.004902849055164336
2000-11-13,-0.0007564758743819636
2000-11-14,0.002267597813222478
2000-11-15,0.0007547630812313372
2000-11-16,0.002636964035092447
2000-11-17,-0.00037620164484144874
2000-11-20,0.0022555482718121756
2000-11-21,-0.002255548271812167
2000-11-22,0.0022555482718121756
2000-11-27,0.014168836415324673
2000-11-28,-0.001111384866900666
2000-11-29,-0.012681982773773911
2000-11-30,0.013793367640674625
2000-12-01,-0.005196722344405471
2000-12-04,0.007415680663161838
2000-12-05,-0.0011089201179345749
2000-12-06,0.014320031844437352
2000-12-07,-0.004018181062772548
2000-12-08,-0.0036670373151191874
2000-12-11,-0.0073746643593218895
2000-12-12,0.0003699374174935926
2000-12-13,-0.006309101308777442
2000-12-14,0.001488072789263439
2000-12-15,0.00519094199479656
2000-12-18,-0.00259204618943494
2000-12-19,0.0
2000-12-20,0.010328338696097979
2000-12-21,0.004394046543374824
2000-12-22,0.0
