date,log_return
2006-05-17,-0.010074893473658258
2006-05-18,0.006017461065527008
2006-05-19,-0.008974839632573341
2006-05-22,-0.004984822137253205
2006-05-23,-0.0032343901967535733
2006-05-24,0.002857661098932816
2006-05-25,0.010295328771193386
2006-05-26,-0.003721518332408697
2006-05-29,0.0012136969920947828
2006-05-30,0.0036498823990500145
2006-05-31,-0.011889082080511395
2006-06-01,-0.006527937608066492
2006-06-02,0.0042720452962529834
2006-06-05,-0.003748411280235473
2006-06-06,-0.009235816898082665
2006-06-07,0.0013354293623503094
2006-06-08,0.0002969392044219843
2006-06-09,0.010601172180513421
2006-06-12,-0.010898111384935525
2006-06-13,-0.006438056140799808
2006-06-14,0.00022130319229477668
2006-06-15,0.006513692152926963
2006-06-16,-0.00429778763684717
2006-06-19,-0.003985032143814236
2006-06-20,0.0015478244354395106
2006-06-21,0.0013286183998054255
2006-06-22,-0.0067722797479056775
2006-06-23,-0.0021983611760086385
2006-06-26,0.0012451222763705733
2006-06-27,-0.0015378912552765059
2006-06-28,-0.003725274068309975
2006-06-29,0.01409727327969951
2006-06-30,0.004520654866804932
2006-07-03,0.0
2006-07-04,0.0014122099427515149
2006-07-05,-0.002599990183374718
2006-07-06,0.005132253345070142
2006-07-07,0.008387016351955013
2006-07-10,-0.006147414528027826
2006-07-11,0.0070502003310332325
2006-07-12,0.00015060943399391373
2006-07-13,0.0010544223401459313
2006-07-14,0.0012065044241166588
2006-07-17,-0.008788864372329086
2006-07-18,-0.0011959363517814905
2006-07-19,0.004792340677348187
2006-07-20,0.0
2006-07-21,0.004815242943656446
2006-07-24,-0.0008292873210105358
2006-07-25,-7.538072311245823e-05
2006-07-26,0.009615924602362687
2006-07-27,0.00274259646879756
2006-07-28,0.004971130626934776
2006-07-31,-0.0010727975622763172
2006-08-01,-0.0011481222020839354
2006-08-02,-0.0005353427036138403
2006-08-03,-0.0044247866717695514
2006-08-04,0.005725353248874173
2006-08-07,-0.0028286755667047683
2006-08-08,-0.007226227038706814
2006-08-09,0.010437800934004524
2006-08-10,0.0034523780504989317
2006-08-11,-0.0021495673661998315
2006-08-14,-0.009008301138747198
2006-08-15,0.006863372290764494
2006-08-16,0.0046788751729849
2006-08-17,-0.009183570681642165
2006-08-18,-0.0016745499860914416
2006-08-21,0.0025128854010118638
2006-08-22,7.629828254380738e-05
2006-08-23,-0.0002287559353806856
2006-08-24,-0.001295106961220329
2006-08-25,-0.004481758062527082
2006-08-28,0.0022004286637059617
2006-08-29,0.005560398859740974
2006-08-30,0.0003819834615464946
2006-08-31,-0.0010691563413642669
2006-09-01,0.005203888805314328
2006-09-04,0.004691502121689608
2006-09-05,-0.0009247004181876867
2006-09-06,-0.003843555192540955
2006-09-07,-0.011442571835923735
2006-09-08,-0.005672603281671721
2006-09-11,-0.004815242943656391
2006-09-12,0.0016525322104368164
2006-09-13,0.001956700336788165
2006-09-14,0.0013568669025069637
2006-09-15,-0.0027119326948234932
2006-09-18,0.0043727728033494334
2006-09-19,-0.0048991733225991745
2006-09-20,0.0010531576128471202
2006-09-21,0.006115298457361129
2006-09-22,-0.007168456070208239
2006-09-25,0.002032188395243747
2006-09-26,-0.0025583902624133578
2006-09-27,-0.0005259233978026867
2006-09-28,-0.0030746718237335846
2006-09-29,-0.003065310670773258
2006-10-02,0.0023915712142714863
2006-10-03,-0.006934835175563847
2006-10-04,0.0034987271786582714
2006-10-05,0.0002236985661970837
2006-10-06,-0.0026815214174283892
2006-10-09,0.0005952430000301264
2006-10-10,-0.0008183401243328394
2006-10-11,-0.0019319023865746931
2006-10-12,0.012248150055373918
2006-10-13,-0.0006008849526613779
2006-10-16,0.0032343901967536387
2006-10-17,0.00015062026863092682
2006-10-18,0.0018100975704012023
2006-10-19,0.005070614343395251
2006-10-20,-0.0005309635683128042
2006-10-23,-0.0017426003211677464
2006-10-24,0.003032547763957328
2006-10-25,0.003118072168157694
2006-10-26,0.0037391426190909304
2006-10-27,0.006058039350033594
2006-10-30,0.0
2006-10-31,0.00756644793724231
2006-11-01,-0.0010844504556628673
2006-11-02,0.0003096881254428479
