alpha,model,symbol,n_cal,n_test,qV,pihat_raw,pihat_cp,viol_raw,viol_cp,p_kup_raw,p_kup_cp,p_cc_raw,p_cc_cp,TL_raw,TL_cp,QS_raw,QS_cp,VaR_width,raw_width
0.1,TimesFM-2.5,BOVESPA,4186,1794,-0.0001427381704239,0.092530657748049,0.0930880713489409,166,167,0.2861409121348386,0.3240509260718174,0.4396236109683926,0.4122551088523262,Red,Red,0.0025460802346288,0.0025450909546878,0.0155976291137078,0.0157403672841317
0.01,TimesFM-2.5,NIFTY,2818,1208,0.0018181270408452,0.0115894039735099,0.0082781456953642,14,10,0.5881415432866741,0.535314312425869,0.8484912788689689,0.9198513844687024,Green,Green,0.0003166903523279,0.0003184373270684,0.0229035929641843,0.021085465923339097
0.025,TimesFM-2.5,NIFTY,2818,1208,0.0014536440642465,0.0298013245033112,0.0190397350993377,36,23,0.2992902979997207,0.1663060009863441,0.9972539397289696,0.6396599034721343,Yellow,Yellow,0.0005922458700512,0.0005925555298875,0.0177660146031378,0.0163123705388913
0.05,TimesFM-2.5,NIFTY,2818,1208,0.0007488727305651,0.0637417218543046,0.0538079470198675,77,65,0.0352092707077347,0.5483815193303465,0.3857111598706877,0.0854522127906054,Red,Red,0.0009664569702304,0.0009589346808185,0.0136045959529991,0.012855723222434001
0.1,TimesFM-2.5,NIFTY,2818,1208,9.852789563612966e-05,0.0985099337748344,0.0968543046357615,119,117,0.8626402952230874,0.7142424607139481,0.2687034713606344,0.3440428490665048,Red,Red,0.0015521848989975,0.001552401543948,0.0099723846667258,0.009873856771089672
0.01,TimesFM-2.5,ASX200,4276,1833,0.0030173109438727,0.0245499181669394,0.0141843971631205,45,26,1.287433842867003e-07,0.0902755452086356,0.0180910071777682,0.0194968139145327,Yellow,Green,0.0004077137740124,0.0003765232515311,0.0247639061182196,0.0217465951743469
0.025,TimesFM-2.5,ASX200,4276,1833,0.0015445300192652,0.0403709765411893,0.0327332242225859,74,60,0.0001061886458102,0.042769240219828,0.0030397494830068,0.000518664890032,Red,Yellow,0.0007630765163886,0.0007465227654223,0.0186371031680589,0.0170925731487937
0.05,TimesFM-2.5,ASX200,4276,1833,0.0008518758913604,0.0638297872340425,0.055646481178396,117,102,0.0090500166911112,0.2755736980424332,0.1402376683673515,0.2144706343884269,Red,Red,0.0012039410285199,0.0011961157950539,0.0144941050962711,0.0136422292049107
0.1,TimesFM-2.5,ASX200,4276,1833,0.000167295399655,0.0992907801418439,0.0965630114566284,182,177,0.9192958548190048,0.6219883181496957,0.3309389754081354,0.5974790894162172,Red,Red,0.0018359025114876,0.0018361745401715,0.0109283950349822,0.0107610996353272
0.01,TimesFM-2.5,CBU0,2277,976,0.0005288028673073,0.0102459016393442,0.0071721311475409,10,7,0.9387038277227714,0.3497057072753773,0.9015598963725368,0.9506395827655753,Green,Green,0.000140308480903,0.0001411285225699,0.0131321627048265,0.0126033598375192
0.025,TimesFM-2.5,CBU0,2277,976,0.0001525579936489,0.0215163934426229,0.0194672131147541,21,19,0.4753188444561522,0.2496774655143345,0.6298324230476249,0.6854772787637193,Yellow,Yellow,0.0003051414403393,0.0003058852016409,0.0105836959451959,0.010431137951547
0.05,TimesFM-2.5,CBU0,2277,976,-2.672108698081356e-05,0.0368852459016393,0.0368852459016393,36,36,0.0490781670173552,0.0490781670173552,0.9533179505722656,0.9533179505722656,Red,Red,0.00052459683103,0.000524246390545,0.0086241895819175,0.008650910668898313
0.1,TimesFM-2.5,CBU0,2277,976,-2.8226746931515456e-05,0.0758196721311475,0.0768442622950819,74,75,0.0088135533263767,0.0122928415927736,0.9616516947818128,0.9432431044531382,Red,Red,0.0008629506580044,0.0008622918603862,0.0066535811819703,0.006681807928901816
0.01,TimesFM-2.5,TLT,3803,1631,-0.000195421780028,0.0067443286327406,0.0073574494175352,11,12,0.1602342533841174,0.2604107924017497,0.9279865245091478,0.9148459579685412,Green,Green,0.0003107138452346,0.0003101341372868,0.0256448407381461,0.0258402625181741
0.025,TimesFM-2.5,TLT,3803,1631,-0.0006510990075338,0.0214592274678111,0.0251379521765787,35,41,0.3480727538197127,0.971559132446816,0.9617510543071072,0.6839036070091413,Yellow,Yellow,0.0006340754789248,0.0006329649705608,0.0205671162753308,0.0212182152828646
0.05,TimesFM-2.5,TLT,3803,1631,-0.0004549505252358,0.0459840588595953,0.0478234212139791,75,78,0.4508884085661719,0.6846331734653274,0.7121285378833191,0.5208664621588717,Red,Red,0.001096839740492,0.0010951804430462,0.0170536421988929,0.017508592724128698
0.1,TimesFM-2.5,TLT,3803,1631,-0.0004305080260631,0.0858369098712446,0.0956468424279583,140,156,0.0512610643387086,0.5552783862684392,0.6609877531171223,0.8441606222893439,Red,Red,0.0018124214110422,0.0018084443406037,0.0130637338629891,0.013494241889052199
0.01,TimesFM-2.5,IBGL,2860,1226,0.0016741300750465,0.0114192495921696,0.0065252854812398,14,8,0.6252721631875983,0.1916968610691185,0.3517190127591028,0.1197644439807762,Green,Green,0.0002485933526867,0.0002493225520548,0.0235035235943446,0.0218293935192981
0.025,TimesFM-2.5,IBGL,2860,1226,0.0011303979286993,0.0244698205546492,0.0179445350734094,30,22,0.9050242182420608,0.0958977791607881,0.955578968642193,0.7110841893118893,Yellow,Yellow,0.0005339823893255,0.0005390850942109,0.0193209025171387,0.0181905045884394
0.05,TimesFM-2.5,IBGL,2860,1226,6.354791809411175e-05,0.0407830342577487,0.0407830342577487,50,50,0.1266090338393883,0.1266090338393883,0.7044249674703371,0.7044249674703371,Red,Red,0.0009147732834051,0.0009153590023892,0.0152372418377386,0.015173693919644488
0.1,TimesFM-2.5,IBGL,2860,1226,-0.000149203146917,0.0840130505709624,0.0856443719412724,103,105,0.0556894428547983,0.0866115938118337,0.0590950751768352,0.0455384368929675,Red,Red,0.0015064431779439,0.001504179887068,0.011644988450228,0.011794191597144999
0.01,TimesFM-2.5,DJCI,1617,693,-0.0001460480230517,0.0245310245310245,0.0245310245310245,17,17,0.0011818192129881,0.0011818192129881,0.7321694809804807,0.7321694809804807,Yellow,Yellow,0.0003461929188437,0.0003483151462493,0.0211938022097823,0.021339850232834
0.025,TimesFM-2.5,DJCI,1617,693,-0.0007204149336402,0.036075036075036,0.0519480519480519,25,36,0.0795644462694261,6.931319079972464e-05,0.9946042754321376,0.1119406656661838,Red,Red,0.000684944144951,0.0006980241878901,0.0164630037387065,0.017183418672346698
0.05,TimesFM-2.5,DJCI,1617,693,-0.0005835410947518,0.0663780663780663,0.0808080808080808,46,56,0.0590301178363856,0.0006032170897707,0.9993698331860016,0.2453560537385657,Red,Red,0.0011190836566663,0.001131261700783,0.0134138101450887,0.0139973512398405
0.1,TimesFM-2.5,DJCI,1617,693,-0.0008075149954395,0.0995670995670995,0.1255411255411255,69,87,0.9696786988778514,0.0304141727587818,0.4548951166049714,0.0050528093135543,Red,Red,0.0017521536088462,0.0017631919495146,0.0101053107461338,0.0109128257415733
0.01,TimesFM-2.5,GOLD,4127,1770,0.0044768411401209,0.0214689265536723,0.0124293785310734,38,22,2.5839286969087105e-05,0.3223014587953561,0.980005638053237,0.5518934628881257,Yellow,Green,0.000473902633901,0.000445710613072,0.0294324461290988,0.0249556049889779
0.025,TimesFM-2.5,GOLD,4127,1770,0.0014807709642888,0.0384180790960452,0.031638418079096,68,56,0.0007914924011638,0.0855714625786592,0.9190908635100844,0.809483162328685,Red,Yellow,0.0008713570086763,0.00085515179256,0.0207028810244776,0.0192221100601888
0.05,TimesFM-2.5,GOLD,4127,1770,0.00109452597347,0.0649717514124293,0.0570621468926553,115,101,0.0056344496326623,0.182028666213615,0.6070713028956791,0.7139181752601129,Red,Red,0.0013700896507454,0.0013582138280709,0.0162165601100386,0.015122034136568601
0.1,TimesFM-2.5,GOLD,4127,1770,-0.0003711210408099,0.0988700564971751,0.1033898305084745,175,183,0.8738835994873592,0.6361919771772454,0.1192860450636356,0.292365074180452,Red,Red,0.0021035499556714,0.0021040894322555,0.0112109024601652,0.011582023500975099
0.01,TimesFM-2.5,WTI,4132,1772,0.0020717900326652,0.0180586907449209,0.0135440180586907,32,24,0.0021897788716123,0.1548529750234026,0.0664777845130814,0.0134740353193103,Yellow,Green,0.0011737546839169,0.0011609284213894,0.0642930576668734,0.062221267634208204
0.025,TimesFM-2.5,WTI,4132,1772,0.0005572427316246,0.0355530474040632,0.0349887133182844,63,62,0.0073965915051007,0.0110049376113978,0.5429381120492625,0.5099913782938871,Yellow,Yellow,0.0021021553943782,0.0020965563387543,0.0487151522099289,0.0481579094783043
0.05,TimesFM-2.5,WTI,4132,1772,0.0005787501103419,0.0598194130925507,0.0581264108352144,106,103,0.0654496119748377,0.1255613472163972,0.5684143854967506,0.4717869395955364,Red,Red,0.0032949341205023,0.0032894176690588,0.038654757612849,0.0380760075025071
0.1,TimesFM-2.5,WTI,4132,1772,1.351529620027478e-05,0.1044018058690745,0.1044018058690745,185,185,0.5394163902744268,0.5394163902744268,0.7829928563772424,0.7829928563772424,Red,Red,0.0050932964162852,0.0050932369245751,0.0294535727104772,0.029440057414276924
0.01,TimesFM-2.5,NATGAS,4131,1771,-0.0016060975510968,0.0095990965556182,0.0124223602484472,17,22,0.8644566116933154,0.3235163791666617,0.8480100229671618,0.551661237239524,Green,Green,0.0014692000443964,0.0014711604823527,0.1056276963910492,0.107233793942146
0.025,TimesFM-2.5,NATGAS,4131,1771,-0.0025889661919089,0.0186335403726708,0.023150762281197,33,41,0.0725116273432624,0.6138113632436388,0.8997786192990834,0.9986288308566008,Yellow,Yellow,0.0028848046237178,0.0028739478392381,0.0832935486378988,0.0858825148298077
0.05,TimesFM-2.5,NATGAS,4131,1771,-0.0021054650386377,0.0479954827780914,0.0536420101637492,85,95,0.6968714351732341,0.4868100516088911,0.9990878174283122,0.8678556722324413,Red,Red,0.0047631618839017,0.0047633676284589,0.0674336254276655,0.0695390904663032
0.1,TimesFM-2.5,NATGAS,4131,1771,-0.0016122435631515,0.0988142292490118,0.1044607566346696,175,185,0.867660657346763,0.5341480386163608,0.6637748184242707,0.5239242102047179,Red,Red,0.0077835698166212,0.0077874812332958,0.0512620983668288,0.0528743419299803
0.01,TimesFM-2.5,BTC,2581,1107,0.0108411934891889,0.006323396567299,0.003613369467028,7,4,0.187329521378617,0.0139697923341061,0.9563930705812608,0.9855858055497008,Green,Green,0.0008448907689535,0.0009045304235449,0.0815292603146933,0.07068806682550441
0.025,TimesFM-2.5,BTC,2581,1107,0.0069706852478175,0.028003613369467,0.016260162601626,31,18,0.5298742901788003,0.046849364710924,0.4089847419959238,0.742444095127067,Yellow,Yellow,0.0016827529292473,0.0017104395946109,0.05755820635004,0.0505875211022225
0.05,TimesFM-2.5,BTC,2581,1107,0.0033451515354422,0.051490514905149,0.044263775971093,57,49,0.8208240899974795,0.3721893645647728,0.9975347722788456,0.6704226220550864,Red,Red,0.0028163009438515,0.0028289062077438,0.0412246134611144,0.037879461925672195
0.1,TimesFM-2.5,BTC,2581,1107,0.0015994749441865,0.1065943992773261,0.0984643179765131,118,109,0.4688164446630364,0.8644553731614462,0.988260800320468,0.9022528487098316,Red,Red,0.0044373301958254,0.0044315370872372,0.0269946734665963,0.0253951985224098
0.01,TimesFM-2.5,ETH,1776,762,0.0078642949501217,0.0091863517060367,0.0078740157480314,7,6,0.8189685114033611,0.540143649032065,0.9370790165911408,0.9534363396273772,Green,Green,0.0012640283368726,0.0012783153184929,0.1025172614100396,0.0946529664599179
0.025,TimesFM-2.5,ETH,1776,762,-0.0024048778243893,0.0367454068241469,0.0393700787401574,28,30,0.0519944525997518,0.0189080187069597,0.2498285886534654,0.3346551620488942,Red,Red,0.0025639652046961,0.0025924606362685,0.0678337937493397,0.07023867157372901
0.05,TimesFM-2.5,ETH,1776,762,0.0015720022222159,0.0656167979002624,0.0616797900262467,50,47,0.058564617220442,0.1528470954185981,0.1503829068433593,0.0845795575183387,Red,Red,0.0042662308533724,0.0042453205006036,0.0556094341673347,0.0540374319451188
0.1,TimesFM-2.5,ETH,1776,762,-0.0018111745503814,0.1167979002624672,0.1312335958005249,89,100,0.1311078859467052,0.0058451763752125,0.6507057151696363,0.9521289008816446,Red,Red,0.0067703320200038,0.0068138838388127,0.0378616349363824,0.0396728094867638
0.01,TimesFM-2.5,EURUSD,3689,1582,0.0002020608162726,0.0139064475347661,0.0139064475347661,22,22,0.1403436242631245,0.1403436242631245,0.7331054512805362,0.7331054512805362,Green,Green,0.0001586608803121,0.0001578715403345,0.0112084426547556,0.011006381838483
0.025,TimesFM-2.5,EURUSD,3689,1582,-0.0003559977812078,0.0246523388116308,0.0328697850821744,39,52,0.9292636713548414,0.0556241244384281,0.3728845179165002,0.1705345785714356,Yellow,Yellow,0.0003083507999529,0.0003095164823747,0.0086224413446644,0.0089784391258722
0.05,TimesFM-2.5,EURUSD,3689,1582,-0.0002733249587882,0.0562579013906447,0.0606826801517067,89,96,0.2624590524320067,0.058877096846952,0.0748054808327123,0.156395208669698,Red,Red,0.0005162117883665,0.0005183965059065,0.0070961179340461,0.0073694428928343
0.1,TimesFM-2.5,EURUSD,3689,1582,-0.0001299541952515,0.11378002528445,0.1169405815423514,180,185,0.0731740111499492,0.0282772705914543,0.9924196208714746,0.9875557234766404,Red,Red,0.0008451485936937,0.0008470648042034,0.0054678517142541,0.005597805909505599
0.01,TimesFM-2.5,GBPUSD,3698,1585,0.0007174293697294,0.0164037854889589,0.0138801261829653,26,22,0.0189947049437525,0.1425192636728606,0.7472640619361002,0.5982143541692474,Yellow,Green,0.0001991283127248,0.0001951492400473,0.0139293894592638,0.013211960089534399
0.025,TimesFM-2.5,GBPUSD,3698,1585,0.0001762134324341,0.0309148264984227,0.0309148264984227,49,49,0.14555038316501,0.14555038316501,0.8998541411442234,0.8998541411442234,Yellow,Yellow,0.0003783527789041,0.0003773105070246,0.0107869700748341,0.0106107566424
0.05,TimesFM-2.5,GBPUSD,3698,1585,-0.0001956762977805,0.0561514195583596,0.0624605678233438,89,99,0.2700635788466374,0.0281697042615757,0.9999999552617754,0.9431557583739868,Red,Red,0.0006258506595524,0.0006278322823375,0.0084188954859998,0.0086145717837803
0.1,TimesFM-2.5,GBPUSD,3698,1585,-0.0003212588107825,0.0990536277602523,0.1085173501577287,157,172,0.8999164465048617,0.2641865466659647,0.7618122006627195,0.6180631476621162,Red,Red,0.0010080125473523,0.0010094169162294,0.006237229947369,0.006558488758151499
0.01,TimesFM-2.5,USDJPY,4403,1888,0.0016330783646966,0.0153601694915254,0.0100635593220338,29,19,0.0300213930008782,0.977879617810962,0.7673992895381571,0.4145213386119352,Green,Green,0.0002064728916368,0.0002021168352957,0.0153985683640317,0.0137654899993351
0.025,TimesFM-2.5,USDJPY,4403,1888,-9.671597862524404e-05,0.0307203389830508,0.0307203389830508,58,58,0.1240691468579844,0.1240691468579844,0.0077143393103724,0.0077143393103724,Yellow,Yellow,0.0004010008634228,0.0004015541116056,0.0106503858396911,0.010747101818316344
0.05,TimesFM-2.5,USDJPY,4403,1888,5.458285872937674e-05,0.0508474576271186,0.0508474576271186,96,96,0.8661848355212477,0.8661848355212477,0.3896493615088074,0.3896493615088074,Red,Red,0.0006501387112505,0.0006500924545906,0.0085999842730384,0.008545401414309024
0.1,TimesFM-2.5,USDJPY,4403,1888,-0.0001311416123529,0.0969279661016949,0.1032838983050847,183,195,0.6548773646662236,0.6359645161977125,0.1203855111838818,0.1119672986324415,Red,Red,0.0010227749533233,0.0010228752832487,0.0062667960675263,0.0063979376798792
0.01,TimesFM-2.5,AUDUSD,3252,1395,0.0012526446979498,0.0114695340501792,0.0064516129032258,16,9,0.5898751231023797,0.1543087129769405,0.8304557253695368,0.9431931746946056,Green,Green,0.000211785068617,0.0002138247542709,0.0170683646099372,0.0158157199119874
0.025,TimesFM-2.5,AUDUSD,3252,1395,0.0003215256674774,0.025089605734767,0.0243727598566308,35,34,0.9829075247388644,0.8802342527876099,0.9915960973955534,0.982778911047074,Yellow,Yellow,0.0004218067428487,0.0004219935201131,0.0132514630907386,0.012929937423261201
0.05,TimesFM-2.5,AUDUSD,3252,1395,0.0003001602862697,0.0516129032258064,0.0487455197132616,72,68,0.7833026123698106,0.8291094860067589,0.7994490550010529,0.929284738545626,Red,Red,0.0007123937136899,0.0007123235057255,0.0109283198779154,0.010628159591645701
0.1,TimesFM-2.5,AUDUSD,3252,1395,-3.5938716773546014e-05,0.0960573476702509,0.0974910394265233,134,136,0.6214662506238375,0.7538727856025187,0.963130582659086,0.9264302835959948,Red,Red,0.0011569752855145,0.0011568586897004,0.0080998973987005,0.008135836115474046
0.01,Moirai-2.0,SP500,4254,1824,0.0038180864130263,0.0197368421052631,0.0137061403508771,36,25,0.0002252010036436,0.1320463605436712,0.4370272221794347,0.1374024696029331,Yellow,Green,0.0005230916709529,0.0004973142708382,0.0320463030717392,0.028228216658712904
0.025,Moirai-2.0,SP500,4254,1824,0.0032565980180406,0.0466008771929824,0.0285087719298245,85,52,1.247603399479047e-07,0.3476534329151458,0.5253129126711371,0.9171835493096108,Red,Yellow,0.0009825100202476,0.0009455324207524,0.0232345749718372,0.0199779769537966
0.05,Moirai-2.0,SP500,4254,1824,0.002460542546804,0.0866228070175438,0.0608552631578947,158,111,6.501121863067283e-11,0.0393746306239742,0.3414088682831222,0.4793772079294581,Red,Red,0.0015549571559312,0.0014978481980356,0.0173035017710561,0.014842959224252099
0.1,Moirai-2.0,SP500,4254,1824,0.0015630993040516,0.1354166666666666,0.1145833333333333,247,209,1.4983078170383024e-06,0.041965019596204,0.1521153484551528,0.2565461982051473,Red,Red,0.0023327673524057,0.0022934889376661,0.0119822685196944,0.0104191692156428
0.01,Moirai-2.0,STOXX,3495,1498,0.0044684972423812,0.0113484646194926,0.0066755674232309,17,10,0.6076146473568174,0.1687417225342321,0.8226087679066988,0.9349614293929532,Green,Green,0.0003598958559665,0.0003664307583602,0.0307909370062863,0.0263224397639051
0.025,Moirai-2.0,STOXX,3495,1498,0.0041358679999101,0.0387182910547396,0.0186915887850467,58,28,0.0016233150575257,0.1018656606474334,0.5430938732544546,0.2766055053070878,Red,Yellow,0.0007038177453704,0.0007001317686159,0.0224146626369536,0.0182787946370435
0.05,Moirai-2.0,STOXX,3495,1498,0.003341364944718,0.0720961281708945,0.041388518024032,108,62,0.0002229535240011,0.1154369026300272,0.7132554996889596,0.3668470855626468,Red,Red,0.0011548675554011,0.0011417254836258,0.0168911221758151,0.0135497572310971
0.1,Moirai-2.0,STOXX,3495,1498,0.0023704134694547,0.1248331108144192,0.0847797062750333,187,127,0.0019542372663726,0.0443162056364004,0.4255874539417121,0.585462711539515,Red,Red,0.0017997718027845,0.0017938220491863,0.0118170115218064,0.0094465980523517
0.01,Moirai-2.0,GDAXI,4299,1843,0.0024647043838435,0.0184481823114487,0.0130222463374932,34,24,0.0011095902612412,0.2127555417759151,0.5275992807656573,0.7284466516434328,Yellow,Green,0.0004918338556849,0.0004789036352667,0.032233684010668,0.0297689796268245
0.025,Moirai-2.0,GDAXI,4299,1843,0.0040028266635441,0.0412371134020618,0.0233315246880086,76,43,4.3287748922260505e-05,0.6427174241972312,0.3477722744396134,0.9999924494658534,Red,Yellow,0.0009272230877598,0.0008986712380552,0.024986405157677,0.0209835784941329
0.05,Moirai-2.0,GDAXI,4299,1843,0.0039985537067766,0.0770482908301682,0.0455778621812262,142,84,7.288700435426065e-07,0.3768569143233319,0.9998484295848912,0.9959507384297772,Red,Red,0.0014756709635159,0.0014363720920231,0.0196410565207788,0.015642502814002198
0.1,Moirai-2.0,GDAXI,4299,1843,0.0023747243490753,0.1253391209983722,0.0938686923494302,231,173,0.0004599654810175,0.3758425737180221,0.4276368083424742,0.6576454670321936,Red,Red,0.0022494988660886,0.0022252363554564,0.0133880434102025,0.0110133190611272
0.01,Moirai-2.0,FCHI,4330,1856,0.0030201985681648,0.0177801724137931,0.0129310344827586,33,24,0.0023981716123201,0.2246705574680201,0.8824812269245075,0.6062631043957788,Yellow,Green,0.0005187691535415,0.0005021745281788,0.0325699146472446,0.029549716079079795
0.025,Moirai-2.0,FCHI,4330,1856,0.0027448644987347,0.0420258620689655,0.0307112068965517,78,57,1.806707953944109e-05,0.1278910327013632,0.36564151270619,0.0308119069985903,Red,Yellow,0.0009382625815053,0.0009093349973718,0.0236558273580855,0.0209109628593508
0.05,Moirai-2.0,FCHI,4330,1856,0.0027290503937973,0.074353448275862,0.0490301724137931,138,91,6.663498550052438e-06,0.8475084465310415,0.6725696762980045,0.1323104224271716,Red,Red,0.0014653408440343,0.0014285893354738,0.0183315985840679,0.015602548190270599
0.1,Moirai-2.0,FCHI,4330,1856,0.0018512291280612,0.1287715517241379,0.0980603448275862,239,182,7.050187469870295e-05,0.779976075997433,0.9865519441001854,0.9566992665985902,Red,Red,0.0022281865881678,0.0022033843992423,0.0128280261121963,0.0109767969841351
0.01,Moirai-2.0,FTSE100,4275,1833,0.0032799101302101,0.0152755046372067,0.0092744135297326,28,17,0.0351703352692656,0.751949509243384,0.7492025926687271,0.8527993579970234,Green,Green,0.0004134122549518,0.000405209059088,0.028157425506369,0.0248775153761589
0.025,Moirai-2.0,FTSE100,4275,1833,0.0025182160816541,0.0354609929078014,0.0256410256410256,65,47,0.0068995129203853,0.8610310645860437,0.0318950862883714,0.3633507156766919,Yellow,Yellow,0.000758963812082,0.000746718418696,0.0201224693323123,0.0176042532506582
0.05,Moirai-2.0,FTSE100,4275,1833,0.0022731331772773,0.0649208947081287,0.0430987452264048,119,79,0.0049854665878302,0.1654083840456374,0.089112329334335,0.0083901384522991,Red,Red,0.0012038986596287,0.0011968993955119,0.0154492181899171,0.0131760850126398
0.1,Moirai-2.0,FTSE100,4275,1833,0.0015159434001171,0.1243862520458265,0.0932896890343698,228,171,0.0007621292344827,0.3333200618868303,0.7778591656096531,0.4078875216852333,Red,Red,0.0018314882139038,0.0018179093929716,0.0108361105870183,0.0093201671869012
0.01,Moirai-2.0,ICLN,2762,1185,0.004770749638934,0.0067510548523206,0.0050632911392405,8,6,0.2323463492296394,0.0591057065343192,0.947032196023167,0.9699018445570796,Green,Green,0.0005578082596932,0.0005782957158796,0.0514748560192246,0.0467041063802906
0.025,Moirai-2.0,ICLN,2762,1185,0.0038727638928035,0.0253164556962025,0.0143459915611814,30,17,0.9444863155969504,0.0107651615493132,0.4706431933190852,0.7806313296421914,Yellow,Green,0.0010823090263513,0.0011048625629015,0.0386824101108834,0.0348096462180799
0.05,Moirai-2.0,ICLN,2762,1185,0.0035244246640317,0.050632911392405,0.0379746835443038,60,45,0.9205285577750596,0.0477055913437745,0.380694979407304,0.1758636674688199,Red,Red,0.0018166483569187,0.0018448968406693,0.0306094249132077,0.027085000249176
0.1,Moirai-2.0,ICLN,2762,1185,0.0020563118069364,0.1139240506329113,0.0945147679324894,135,112,0.1172040176599881,0.5256573752528629,0.1553863756331122,0.2591546878600452,Red,Red,0.0029972501596013,0.0029906387766615,0.0221163549577941,0.020060043150857697
0.01,Moirai-2.0,NIKKEI,4134,1772,0.0066493635833174,0.0191873589164785,0.0067720090293453,34,12,0.0005598713685874,0.1469397893116114,0.5139867662993285,0.9213960339482086,Yellow,Green,0.0004875734763441,0.0004817103773698,0.0402695123848597,0.0336201488015423
0.025,Moirai-2.0,NIKKEI,4134,1772,0.0043717346120706,0.0423250564334085,0.0242663656884875,75,43,2.069443605645649e-05,0.842450251883671,0.762848929702743,0.9990113762472864,Red,Yellow,0.0009758198275548,0.0009446750641262,0.028507420984242,0.024135686372171398
0.05,Moirai-2.0,NIKKEI,4134,1772,0.0030286438510853,0.0716704288939052,0.0490970654627539,127,87,8.091862229242519e-05,0.86115896985388,0.9956663029105336,0.9224271158745344,Red,Red,0.0015744140775881,0.0015428713429537,0.0212847569246784,0.0182561130735931
0.1,Moirai-2.0,NIKKEI,4134,1772,0.0019926426600604,0.1331828442437923,0.1027088036117381,236,182,8.385050245030001e-06,0.7049969769224314,0.2059882867106666,0.7884444996185751,Red,Red,0.0024707148972618,0.0024420063896496,0.0150075138809782,0.0130148712209178
0.01,Moirai-2.0,HSI,4160,1784,0.004191486964821,0.0145739910313901,0.0061659192825112,26,11,0.0691224904905514,0.0798278526895402,0.6806134395170659,0.933994375289503,Green,Green,0.0005562666914551,0.0005577406379797,0.041380239349979,0.037188752385158
0.025,Moirai-2.0,HSI,4160,1784,0.0038054188179291,0.0358744394618834,0.0201793721973094,64,36,0.0056952525332065,0.1774351879370754,0.0922427609507827,0.4762103211757192,Yellow,Yellow,0.0010237610670157,0.0010153991397179,0.0315041175316025,0.027698698713673402
0.05,Moirai-2.0,HSI,4160,1784,0.0032398271432242,0.0717488789237668,0.0476457399103139,128,85,7.23135967082289e-05,0.6457218061869483,0.7218277184035029,0.8485672635056578,Red,Red,0.0016857952988785,0.0016586501113304,0.0247132427313925,0.021473415588168298
0.1,Moirai-2.0,HSI,4160,1784,0.0021203102443924,0.1283632286995515,0.101457399103139,229,181,0.000121361172758,0.8377682139859809,0.0044943335296955,0.1250640018368476,Red,Red,0.0026933444942145,0.0026619961622453,0.0178911202741442,0.0157708100297518
0.01,Moirai-2.0,BOVESPA,4186,1794,0.0039858553176643,0.0133779264214046,0.0083612040133779,24,15,0.1715086065925581,0.4728172435523238,0.6209131472488737,0.2854457985764544,Green,Green,0.0006184012151954,0.0006166703587988,0.0390616414414796,0.035075786123815296
0.025,Moirai-2.0,BOVESPA,4186,1794,0.003248596216347,0.0373467112597547,0.0206243032329988,67,37,0.0017785258776163,0.2211092654887614,0.951089661958707,0.1338269470003861,Red,Yellow,0.001101713870079,0.0010878628936857,0.0287992404134939,0.0255506441971469
0.05,Moirai-2.0,BOVESPA,4186,1794,0.002950344530205,0.0646599777034559,0.0468227424749163,116,84,0.0063096933103332,0.5327332015991395,0.5864653955407773,0.9994176853422312,Red,Red,0.0017356332796522,0.0017180997924938,0.0224423144921402,0.019491969961935203
0.1,Moirai-2.0,BOVESPA,4186,1794,0.0026412750542759,0.1176142697881828,0.0836120401337792,211,150,0.0152453666768659,0.0175820295751952,0.0065503206997225,0.1837682166013655,Red,Red,0.0026506244324471,0.0026508507398493,0.0166955827940387,0.0140543077397628
0.01,Moirai-2.0,NIFTY,2818,1208,0.0011305371517781,0.0066225165562913,0.0041390728476821,8,5,0.2087392166596435,0.0203607159330023,0.9480213926418524,0.9794160729155617,Green,Green,0.00030680497795,0.00031254097793,0.0246712202459342,0.0235406830941561
0.025,Moirai-2.0,NIFTY,2818,1208,0.0018067199299777,0.021523178807947,0.0149006622516556,26,18,0.4280166242531095,0.0151666007571721,0.8628605526161522,0.5409551269553456,Yellow,Green,0.0005636653342928,0.0005764348796416,0.0188535082897263,0.0170467883597486
0.05,Moirai-2.0,NIFTY,2818,1208,0.0014012700067636,0.0695364238410596,0.0480132450331125,84,58,0.0031825544836741,0.7498362143126751,0.882627872223981,0.7712082156072791,Red,Red,0.0009525688887203,0.0009428995928472,0.0142861779924549,0.0128849079856913
0.1,Moirai-2.0,NIFTY,2818,1208,0.0011930594088953,0.1142384105960264,0.091887417218543,138,111,0.1059269118702614,0.3413053384452436,0.6704498866319024,0.457434895135827,Red,Red,0.0015577560709831,0.0015531970179103,0.0103465969584888,0.0091535375495935
0.01,Moirai-2.0,ASX200,4276,1833,0.0014869029270241,0.0218221494817239,0.0163666121112929,40,30,1.089879794613502e-05,0.012109886655179,0.5691648693607028,0.2520245760865987,Yellow,Yellow,0.0004229018373736,0.0004093748138088,0.0265727926729185,0.0250858897458944
0.025,Moirai-2.0,ASX200,4276,1833,0.0020134289090489,0.0420076377523186,0.0327332242225859,77,60,2.0749368122574552e-05,0.042769240219828,0.6346133151557783,0.7763089810954212,Red,Yellow,0.0008033549742649,0.0007808880357989,0.0197214522116007,0.0177080233025518
