model,symbol,z2_raw,z2_corr,raw_pass,corr_pass,q_hat_E,n_test
TimesFM-2.5,BTC,0.5814792669143445,1.0,True,True,0.20928353314465162,1107
TimesFM-2.5,ETH,3.9512270978339736,1.0,True,True,0.2105184587343229,762
TimesFM-2.5,EURUSD,2.424414820932874,1.0,True,True,0.03652268364607249,1582
TimesFM-2.5,GBPUSD,2.2374407152596207,1.1128585177899475,True,True,0.04070181942966182,1585
TimesFM-2.5,USDJPY,1.4732331467183362,1.1039420488974567,True,True,0.03553651942273208,1888
TimesFM-2.5,AUDUSD,2.2452709135753977,1.0530062555426865,True,True,0.05759801817675575,1395
Moirai-2.0,SP500,0.2086120745671598,1.2855095428826433,True,True,0.08635617401143611,1824
Moirai-2.0,STOXX,-0.49369619453377944,1.031646892358975,True,True,0.07675897147200833,1498
Moirai-2.0,GDAXI,0.8961076408847432,1.1353908998801945,True,True,0.10410161880204294,1843
Moirai-2.0,FCHI,1.3274116051058626,1.1948319883471035,True,True,0.09259905966666518,1856
Moirai-2.0,FTSE100,1.3088984724830346,1.252952578948802,True,True,0.07816314870160493,1833
Moirai-2.0,ICLN,3.135381287232373,1.0351163155357932,True,True,0.10376658702482391,1185
Moirai-2.0,NIKKEI,1.0936129420651561,1.099180241695765,True,True,0.08791516450122708,1772
Moirai-2.0,HSI,2.8514140514068673,1.1273284868784992,True,True,0.10269637024034683,1784
Moirai-2.0,BOVESPA,0.3927978653327471,1.25128229982309,True,True,0.0997135989000937,1794
Moirai-2.0,NIFTY,0.0035736944414258565,1.1145023274844517,True,True,0.06072075146362949,1208
Moirai-2.0,ASX200,0.49899091716475963,1.2947535708310558,True,True,0.06539512991585583,1833
Moirai-2.0,CBU0,1.7720900633425565,4.128997534969548,True,True,0.01571839665280948,976
Moirai-2.0,TLT,2.9968412365847703,1.9175044446119172,True,True,0.04821247897011048,1631
Moirai-2.0,IBGL,2.733438365238916,2.335802113770141,True,True,0.03699483367978379,1226
Moirai-2.0,DJCI,4.398186587834555,1.9323008193405857,True,True,0.04340744768001471,693
Moirai-2.0,GOLD,0.3026991130174408,1.200149046396124,True,True,0.06834620552893222,1770
Moirai-2.0,WTI,2.086321038202838,1.4212263722670864,True,True,0.175207744296378,1772
Moirai-2.0,NATGAS,3.109892889523194,3.192974563207295,True,True,0.16429682689388506,1771
Moirai-2.0,BTC,2.079429107337821,1.0,True,True,0.20405135294329088,1107
Moirai-2.0,ETH,4.648336070320856,1.1543967596265412,True,True,0.20757592398739058,762
Moirai-2.0,EURUSD,2.4265566727614027,1.0,True,True,0.040218737076056575,1582
Moirai-2.0,GBPUSD,2.043765217503789,1.1178245247709417,True,True,0.03826615282999511,1585
Moirai-2.0,USDJPY,1.6195629369864077,1.0947485615789898,True,True,0.03465735124308445,1888
Moirai-2.0,AUDUSD,2.3925687833743465,1.0567089593705246,True,True,0.052833788468773554,1395
Lag-Llama,SP500,4.306232891394409,2.0727854145583855,True,True,0.015570753318147779,1824
Lag-Llama,STOXX,3.5367595833648133,1.3061649294228916,True,True,0.010726803451723391,1498
Lag-Llama,GDAXI,4.577946717323875,2.063341269309243,True,True,0.013873982491091435,1843
Lag-Llama,FCHI,4.289589960066378,1.941338398531863,True,True,0.019413761078236863,1856
Lag-Llama,FTSE100,4.400353793788327,1.9234233120738335,True,True,0.01904798498308049,1833
Lag-Llama,ICLN,2.651142003536175,1.5498532554169535,True,True,0.005324499610510604,1185
Lag-Llama,NIKKEI,4.100969173296093,1.3261998492637472,True,True,0.07008360345345375,1772
Lag-Llama,HSI,3.7204514097902845,2.1210898590766902,True,True,0.003845336612935235,1784
Lag-Llama,BOVESPA,4.009104826744887,2.0135363070587924,True,True,0.017038739394197554,1794
Lag-Llama,NIFTY,3.9894768688644278,1.154502850402945,True,True,0.19370144681528495,1208
Lag-Llama,ASX200,5.556385638686342,2.2827148694453863,True,True,0.017174343345760498,1833
Lag-Llama,CBU0,3.4502453832299023,1.8695152002101203,True,True,0.005884128892410558,976
Lag-Llama,TLT,3.3928205936554487,1.8543899954381147,True,True,0.01027363290534293,1631
Lag-Llama,IBGL,3.470981637833333,1.3560853961547696,True,True,0.04375232081606022,1226
Lag-Llama,DJCI,5.172051639560408,2.9519901897897114,True,True,0.0035111059331450756,693
Lag-Llama,GOLD,5.568110973126965,2.596032584146586,True,True,0.006045519899549035,1770
Lag-Llama,WTI,4.361059843198431,2.4288862232733166,True,True,0.03203422211551048,1772
Lag-Llama,NATGAS,4.1515202253223435,2.2757522061597104,True,True,0.016528192855694457,1771
Lag-Llama,BTC,3.048155987653117,1.249834266311859,True,True,0.04722150481093444,1107
Lag-Llama,ETH,5.026911929984614,1.3503752710412729,True,True,0.11712345605409884,762
Lag-Llama,EURUSD,3.764179264688698,1.6926157905404429,True,True,0.01014880221219626,1582
Lag-Llama,GBPUSD,4.115124354270409,2.218360430639998,True,True,0.0028462599936784645,1585
Lag-Llama,USDJPY,4.09700844267223,1.491076957692695,True,True,0.029647640256268835,1888
Lag-Llama,AUDUSD,3.5447689913441565,1.2674232091451303,True,True,0.035970954609542236,1395
GJR-GARCH,SP500,1.7968412933142943,2.524849732376664,True,True,-0.003906573596511462,1902
GJR-GARCH,STOXX,1.8207320375635616,2.579870674157964,True,True,-0.004640507973426342,1577
GJR-GARCH,GDAXI,1.5955555520142861,3.1317172954107977,True,True,-0.004723440948671798,1922
GJR-GARCH,FCHI,1.587842266643062,2.617921846296631,True,True,-0.0028943090053833165,1935
GJR-GARCH,FTSE100,2.2201515630087094,2.8500437493525785,True,True,-0.003688031660259798,1911
GJR-GARCH,ICLN,1.2893848856589674,1.8325257946111226,True,True,-0.00941792156490498,1263
GJR-GARCH,NIKKEI,1.893865338666023,2.59027581333224,True,True,-0.006294984190603446,1851
GJR-GARCH,HSI,1.7661576198943294,2.2688347683815286,True,True,-0.004112283984285897,1862
GJR-GARCH,BOVESPA,1.6707773072450443,3.5322588310772347,True,True,-0.008279040978756709,1873
GJR-GARCH,NIFTY,1.4258946053187962,2.602205027652097,True,True,-0.00876148777329757,1287
GJR-GARCH,ASX200,1.795699762354586,3.5133903851342634,True,True,-0.004296107635289171,1912
GJR-GARCH,CBU0,1.1035421197808493,1.10414001565233,True,True,-7.676474387647166e-05,1055
GJR-GARCH,TLT,1.1457900713437204,1.777828515135751,True,True,-0.0031171105475439748,1709
GJR-GARCH,IBGL,1.2484097221008477,1.5796328674966396,True,True,-0.005499455051200128,1305
GJR-GARCH,DJCI,1.5274905420834926,3.061276630515047,True,True,-0.0035387521512155705,772
GJR-GARCH,GOLD,1.8645733312938677,2.609959538748801,True,True,-0.0038018919085270157,1848
GJR-GARCH,WTI,2.095299238646019,2.661840681434127,True,True,-0.00738831920196429,1850
GJR-GARCH,NATGAS,1.5404421137555393,1.902279527704099,True,True,-0.02012248549899004,1850
GJR-GARCH,BTC,1.3185789424660643,1.5204302173620183,True,True,-0.01591792485143148,1185
GJR-GARCH,ETH,1.6472662236557416,2.045454814518279,True,True,-0.030316513642664036,841
GJR-GARCH,EURUSD,1.4627103474746952,2.9504429462275708,True,True,-0.003963550041599415,1660
GJR-GARCH,GBPUSD,1.678322229879356,2.8114047294730438,True,True,-0.0023771647849056277,1664
GJR-GARCH,USDJPY,1.8094229876782695,2.740539283737066,True,True,-0.0033585811396901234,1966
GJR-GARCH,AUDUSD,1.3872953990786447,1.838562916430135,True,True,-0.0033529555986897986,1473
GARCH-N,SP500,3.1746867964239214,2.20288734516801,True,True,0.005825331584289863,1902
GARCH-N,STOXX,3.8887744938422393,2.3992162489304274,True,True,0.00505268924572156,1577
GARCH-N,GDAXI,3.7205873591265495,2.6157815228103605,True,True,0.00767897730630121,1922
GARCH-N,FCHI,3.6740664851267604,2.9380419566461518,True,True,0.004763740450630265,1935
GARCH-N,FTSE100,3.9049945602811182,2.740957353946534,True,True,0.005170349041029365,1911
GARCH-N,ICLN,2.0731829144195273,1.7651086632196962,True,True,0.005404620198985001,1263
GARCH-N,NIKKEI,3.838866924369889,2.558903083867861,True,True,0.0052159847041670995,1851
GARCH-N,HSI,3.0526892459426334,1.9738281785751148,True,True,0.014662501980589271,1862
GARCH-N,BOVESPA,2.8471764128978014,2.176599565973998,True,True,0.008373985321334876,1873
GARCH-N,NIFTY,2.9787036494231467,2.035578002923139,True,True,0.0067920647978473095,1287
GARCH-N,ASX200,3.9246660486629112,2.794099090483294,True,True,0.0042066721152702186,1912
GARCH-N,CBU0,2.1387762474490053,1.7396168730126522,True,True,0.0010000866447064504,1055
GARCH-N,TLT,2.1541529516748428,1.8879016532595094,True,True,0.004177550672619074,1709
GARCH-N,IBGL,2.056271070775263,1.3465115229177607,True,True,0.0034072755683279693,1305
GARCH-N,DJCI,3.401004719097806,2.2569746392904375,True,True,0.003019633788886627,772
GARCH-N,GOLD,3.6179914047630994,2.2724382501497398,True,True,0.0033427920811097203,1848
GARCH-N,WTI,3.5124734796840746,2.6342793282359316,True,True,0.009980558690649663,1850
GARCH-N,NATGAS,2.4556140202864323,2.135455248536706,True,True,0.013733741534949745,1850
GARCH-N,BTC,3.321094066412383,1.3864211835045903,True,True,0.017000878807709674,1185
GARCH-N,ETH,3.2402808202852498,1.8796166262861869,True,True,0.01483317555820765,841
GARCH-N,EURUSD,2.4510361943686227,1.8149434965871327,True,True,0.0023043643944983434,1660
GARCH-N,GBPUSD,3.0974532991046764,1.9342605189900552,True,True,0.0024837273710194147,1664
GARCH-N,USDJPY,2.701780574452022,2.255725696019992,True,True,0.0022968635049973145,1966
GARCH-N,AUDUSD,2.5226364868192737,1.436452497020872,True,True,0.0036493187478205437,1473
Hist-Sim,SP500,3.228588865471672,2.4321274966617406,True,True,0.01045145039953807,1902
Hist-Sim,STOXX,3.164716255736181,2.5994030697212445,True,True,0.0029740189073296716,1577
Hist-Sim,GDAXI,3.0417439542240166,2.2077721611959062,True,True,0.012658284085991095,1922
Hist-Sim,FCHI,3.33463097000488,2.4946098548408147,True,True,0.008234302552400381,1935
Hist-Sim,FTSE100,3.390021055499435,2.6034036454404363,True,True,0.002324937690836474,1911
Hist-Sim,ICLN,1.9051237451895997,1.772756193320637,True,True,0.008245953611362954,1263
Hist-Sim,NIKKEI,3.0197817171884718,2.0239330522016186,True,True,0.006882038892888721,1851
Hist-Sim,HSI,2.6165262258857416,2.1326647697450616,True,True,0.007700425597533499,1862
Hist-Sim,BOVESPA,2.81378161778112,2.197041879310685,True,True,0.008432581554220317,1873
Hist-Sim,NIFTY,2.4476705355578243,1.5633201273156074,True,True,0.008900403424056371,1287
Hist-Sim,ASX200,3.3277180779402165,2.5248459534637293,True,True,0.0031492293937405817,1912
Hist-Sim,CBU0,2.6052033699836197,1.570521615065068,True,True,0.004722620685966871,1055
Hist-Sim,TLT,2.524664813761409,2.1712192567721695,True,True,0.004069946135282568,1709
Hist-Sim,IBGL,2.3115640170572576,1.4618817988327273,True,True,0.02156710350867177,1305
Hist-Sim,DJCI,3.626064036130158,3.2158523890927904,True,True,0.00308456749516689,772
Hist-Sim,GOLD,3.2979562842550805,2.4554601957646605,True,True,0.006745734053899929,1848
Hist-Sim,WTI,3.0880053743085956,2.5631412296203013,True,True,0.011998436724544176,1850
Hist-Sim,NATGAS,3.18264060741569,2.7658898115927752,True,True,0.020903486463417498,1850
Hist-Sim,BTC,2.4435170040845113,1.4349866665081785,True,True,0.02797662111043274,1185
Hist-Sim,ETH,3.48987121387432,2.6868005365715746,True,True,0.009180370135417892,841
Hist-Sim,EURUSD,2.612646525079172,1.7691819806474745,True,True,0.007991427531091364,1660
Hist-Sim,GBPUSD,3.0319515192797435,1.9076373365395607,True,True,0.004066634029380289,1664
Hist-Sim,USDJPY,3.265352684386111,2.333684232842198,True,True,0.003974861808689244,1966
Hist-Sim,AUDUSD,2.196944599288302,1.7115861419928429,True,True,0.0021429557730559927,1473
EWMA,SP500,3.814675729609229,2.5336300172060082,True,True,0.011504170412371256,1902
EWMA,STOXX,4.380782285069818,2.64647258767181,True,True,0.008639861861673703,1577
EWMA,GDAXI,4.037074662772292,2.7220825147823704,True,True,0.008087524154809005,1922
EWMA,FCHI,3.956002362142751,2.9893394906297543,True,True,0.005745846256801523,1935
EWMA,FTSE100,3.748106852101298,2.682385053715313,True,True,0.006804453492258972,1911
EWMA,ICLN,2.381839891964692,1.7478124990963666,True,True,0.006197349599418728,1263
EWMA,NIKKEI,3.395652754005988,2.1291739258991838,True,True,0.008961347174524903,1851
EWMA,HSI,2.869282572894658,1.999718529927787,True,True,0.006261878593159388,1862
EWMA,BOVESPA,3.146665031418227,2.2119679518095112,True,True,0.007367029862928344,1873
EWMA,NIFTY,2.815049182071668,2.19537062036526,True,True,0.004562093775546006,1287
EWMA,ASX200,4.316570911600985,2.9537278176691455,True,True,0.005224218359709452,1912
EWMA,CBU0,2.5751452365961134,2.0645178262222754,True,True,0.0010809355552699193,1055
EWMA,TLT,2.487004500257954,2.2363686874619155,True,True,0.004084096806123219,1709
EWMA,IBGL,2.1966067689882833,1.3367211942073853,True,True,0.004044519425359633,1305
EWMA,DJCI,3.293185781925283,2.4214934794531233,True,True,0.00433787238417474,772
EWMA,GOLD,3.685159466622251,2.3026630111494346,True,True,0.0035826313692624914,1848
EWMA,WTI,3.7829486081001096,2.8359175673529116,True,True,0.011690477542297142,1850
EWMA,NATGAS,2.5249723109544666,2.2760090752477113,True,True,0.01931783973907203,1850
EWMA,BTC,3.258574847881435,1.3052833127919057,True,True,0.018907703841314932,1185
EWMA,ETH,3.364219299977801,1.858354369644811,True,True,0.01753394196230426,841
EWMA,EURUSD,2.8762392368716267,2.0355735203049674,True,True,0.0031151834996232808,1660
EWMA,GBPUSD,3.0114696506494574,2.1377331862322864,True,True,0.0025449510808892573,1664
EWMA,USDJPY,3.000844312590151,2.1897949228942126,True,True,0.002312009528447543,1966
EWMA,AUDUSD,2.913196753960042,1.6722871731651228,True,True,0.0034169931395451707,1473
