n_cal,n_test,qV,pihat_raw,pihat_cp,viol_raw,viol_cp,p_kup_raw,p_kup_cp,p_cc_raw,p_cc_cp,TL_raw,TL_cp,QS_raw,QS_cp,VaR_width,raw_width,model,symbol,alpha
4330,1856,0.01949891334292625,0.4267241379310345,0.03502155172413793,792,65,0.0,0.0017948735808640537,0.12166579312471093,0.0017907575142599441,Red,Yellow,0.003534375687898396,0.001513421288934884,0.020443948146459695,0.0010716075320875067,Chronos-Small,FCHI,0.05
4330,1856,0.013191359451540107,0.44288793103448276,0.08297413793103449,822,154,0.0,0.012015588852492542,0.08377021356482495,0.00028797384470835574,Red,Red,0.0037019412311419153,0.00223814739542009,0.01383047898237057,0.0009008259676500987,Chronos-Small,FCHI,0.1
2277,976,0.008038061683034886,0.35348360655737704,0.02971311475409836,345,29,0.0,5.53471821596041e-07,0.2391834539864076,,Red,Yellow,0.001158499829408339,0.0001757224309590775,0.009596820732743547,0.001558759049708658,Chronos-Small,CBU0,0.01
2277,976,0.006241415268882974,0.36475409836065575,0.050204918032786885,356,49,0.0,8.73093798381408e-06,0.19933079468681292,0.7264751921734565,Red,Red,0.0012092767240167205,0.00034381211644751865,0.007719862118664518,0.0014784468497815455,Chronos-Small,CBU0,0.025
2277,976,0.00453375313369483,0.3719262295081967,0.0942622950819672,363,92,0.0,1.3133381382424147e-08,0.11668437893991424,0.6021418557871836,Red,Red,0.0012707416470523548,0.0005724032359046477,0.005938264931745908,0.0014045117980510781,Chronos-Small,CBU0,0.05
2277,976,0.0031865694686871613,0.38524590163934425,0.14856557377049182,376,145,0.0,1.991329643180606e-06,0.3272570945885075,0.5175153736230509,Red,Red,0.0013808263322628975,0.0009038636326124728,0.00446015315825101,0.001273583689563849,Chronos-Small,CBU0,0.1
1617,693,0.01857924247195986,0.39105339105339104,0.030303030303030304,271,21,0.0,1.5183374822091977e-05,0.647027482282207,0.6638753021198851,Red,Yellow,0.0027641033397365596,0.00044921549466747884,0.02019713252305074,0.0016232310739165514,Chronos-Small,DJCI,0.01
1617,693,0.015379956511403402,0.3968253968253968,0.04184704184704185,275,29,0.0,0.009473387876239414,0.5138660187610209,0.4934866773273445,Red,Red,0.002829144227407835,0.0007803893738989046,0.01686636270761556,0.001498381655539329,Chronos-Small,DJCI,0.025
1617,693,0.011902860878549073,0.4126984126984127,0.07215007215007214,286,50,0.0,0.011849557985296078,0.6146341097388874,0.45335177275546656,Red,Red,0.002912818855298093,0.0012093894373237733,0.013245348920174989,0.0013629252758990357,Chronos-Small,DJCI,0.05
1617,693,0.00860434166866008,0.42424242424242425,0.11976911976911978,294,83,0.0,0.09143964686972073,0.4821569863002716,0.1632076158603979,Red,Red,0.003034367815988941,0.001839935534926744,0.00972938787856326,0.0011665537826143493,Chronos-Small,DJCI,0.1
1776,762,0.12616460281247144,0.39501312335958005,0.003937007874015748,301,3,0.0,0.05522590830673757,0.9678586589057332,,Red,Green,0.010438107107696255,0.00139860394543203,0.1330177097493617,0.006853106936890255,Chronos-Small,ETH,0.01
1776,762,0.08270231865376454,0.3989501312335958,0.013123359580052493,304,10,0.0,0.021080142244943034,0.8037100564565912,,Red,Green,0.010715117646387278,0.002610792749224923,0.08908303661263456,0.0063807179598339685,Chronos-Small,ETH,0.025
1776,762,0.06166420680049975,0.4015748031496063,0.03937007874015748,306,30,0.0,0.16266404153607295,0.8514441353174316,0.005048436505217246,Red,Red,0.01102103311059951,0.004305196541064494,0.06757424203259361,0.005914066706758022,Chronos-Small,ETH,0.05
1776,762,0.04034426853058633,0.4120734908136483,0.08923884514435695,314,68,0.0,0.3140546798249779,0.9121118791315195,0.6565779933115834,Red,Red,0.01154331929712084,0.006764303926835354,0.045441912660117385,0.005110188504341676,Chronos-Small,ETH,0.1
3689,1582,0.015414008109286406,0.38495575221238937,0.0025284450063211127,609,4,0.0,0.00036000253757406675,0.047920426733504495,,Red,Green,0.001277966179458058,0.00017515013553255033,0.016504071625557757,0.0010917628637626927,Chronos-Small,EURUSD,0.01
3689,1582,0.011645798178989768,0.393173198482933,0.010113780025284451,622,16,0.0,1.7003982854535415e-05,0.0777750693731376,,Red,Green,0.0013218429078169773,0.00034635231951707227,0.012667524018243724,0.0010240188568545374,Chronos-Small,EURUSD,0.025
3689,1582,0.00872999853846037,0.40075853350189633,0.022756005056890013,634,36,0.0,2.940481491631175e-08,0.08859115950607321,0.8436653969891948,Red,Yellow,0.0013725719938825368,0.0005590634943260564,0.009685584073227149,0.0009592600319592747,Chronos-Small,EURUSD,0.05
