n_cal,n_test,qV,pihat_raw,pihat_cp,viol_raw,viol_cp,p_kup_raw,p_kup_cp,p_cc_raw,p_cc_cp,TL_raw,TL_cp,QS_raw,QS_cp,VaR_width,raw_width,model,symbol,alpha
4330,1856,0.10204240881087168,0.9935344827586207,0.004310344827586207,1844,8,0.0,0.005474873203380359,,1.3060004174780815e-06,Red,Green,0.027900729784985097,0.0008334520855620012,0.07365853258238016,0.028412620673974195,TimesFM-2.5,FCHI,0.01
4330,1856,0.07268308301316798,0.9838362068965517,0.008081896551724138,1826,15,0.0,5.695777283154513e-08,,0.00012673776539828818,Red,Green,0.020706014680700754,0.0014688144847497299,0.05133328039441502,0.021397632754211762,TimesFM-2.5,FCHI,0.025
4330,1856,0.054184409066896325,0.9649784482758621,0.016163793103448277,1791,30,0.0,9.2148511043888e-15,0.6351602645648605,1.589922272726696e-07,Red,Yellow,0.015754519243280942,0.002176497708884047,0.03763828873754476,0.016614676688645184,TimesFM-2.5,FCHI,0.05
4330,1856,0.036176124297060804,0.9051724137931034,0.034482758620689655,1680,64,0.0,0.0,0.4552928335007008,3.40394379350073e-13,Red,Yellow,0.01165002408165653,0.0029667287174006463,0.023634184484575445,0.012677870381468954,TimesFM-2.5,FCHI,0.1
2277,976,0.021704332439975018,0.9897540983606558,0.07479508196721311,966,73,0.0,0.0,0.08703327203810551,0.007438621307520932,Red,Red,0.012430697534498587,0.00033947716039612355,0.00910097278930489,0.012603359650670129,TimesFM-2.5,CBU0,0.01
2277,976,0.01463789535743598,0.9795081967213115,0.20799180327868852,956,203,0.0,0.0,0.06421654927706433,1.0797962524122795e-10,Red,Red,0.010158111756389879,0.0009357330623121032,0.004324189162963671,0.01043113786404014,TimesFM-2.5,CBU0,0.025
2277,976,0.011185338856614215,0.9600409836065574,0.2807377049180328,937,274,0.0,0.0,0.2818635535517955,4.1446842402592665e-08,Red,Red,0.008257457291468826,0.0012868551009690657,0.002944638743217921,0.008650910632797106,TimesFM-2.5,CBU0,0.05
2277,976,0.007761942225763024,0.9139344262295082,0.3790983606557377,892,370,0.0,0.0,0.07175476416858206,5.97324862905424e-08,Red,Red,0.006177774476463122,0.0016684820770127753,0.0018284714557156854,0.006681807928901837,TimesFM-2.5,CBU0,0.1
1617,693,0.04900952321007286,0.98989898989899,0.031746031746031744,686,22,0.0,4.541559361359582e-06,,3.9533832318916495e-08,Red,Yellow,0.021446615368317594,0.0006848483079528684,0.027837549688724057,0.02133924099610789,TimesFM-2.5,DJCI,0.01
1617,693,0.038610413602525144,0.976911976911977,0.050505050505050504,677,35,0.0,0.00015256595931156802,,3.199795983732656e-11,Red,Red,0.017130309388250036,0.0010377525780580455,0.021601545243306475,0.017180803484719537,TimesFM-2.5,DJCI,0.025
1617,693,0.03040949875085234,0.963924963924964,0.06637806637806638,668,46,0.0,0.059030117836385676,,1.8959339653790153e-09,Red,Red,0.013766100914640707,0.001494090386798232,0.01661771756103413,0.013994079063224217,TimesFM-2.5,DJCI,0.05
1617,693,0.02270246013963266,0.9321789321789322,0.10678210678210678,646,74,0.0,0.5556485738013243,,6.836661792242182e-09,Red,Red,0.0104361911025418,0.0021423827291755667,0.012082862101476865,0.010898814764317135,TimesFM-2.5,DJCI,0.1
1776,762,0.28025048941798314,0.9868766404199475,0.0,752,0,0.0,9.090871049055593e-05,,,Red,Green,0.09451155551718529,0.001852718088569856,0.18559748286204367,0.09465300655593946,TimesFM-2.5,ETH,0.01
1776,762,0.1920917378735379,0.9711286089238845,0.005249343832020997,740,4,0.0,2.3079326800234945e-05,,,Red,Green,0.06980673100186839,0.0032100376368606525,0.12185304611482432,0.07023869175871358,TimesFM-2.5,ETH,0.025
1776,762,0.14400216465526033,0.9343832020997376,0.01706036745406824,712,13,0.0,1.5350910771427806e-06,0.41733804811406594,0.21296605434105764,Red,Yellow,0.053377456864359095,0.005011321927321183,0.08996472301034159,0.054037441644918756,TimesFM-2.5,ETH,0.05
1776,762,0.09630515976875637,0.8937007874015748,0.05905511811023622,681,45,0.0,5.1408039607792055e-05,0.885943699645204,0.056530459004010325,Red,Red,0.0389575285069405,0.0072793645942613,0.0566659018746199,0.03967280948676384,TimesFM-2.5,ETH,0.1
3689,1582,0.046088000320350896,0.9854614412136536,0.0,1559,0,0.0,1.7095763360508442e-08,0.04355181466582192,,Red,Green,0.010903989170016247,0.00035121043444006337,0.035081618906181604,0.011006381414169293,TimesFM-2.5,EURUSD,0.01
3689,1582,0.031252782277000755,0.9696586599241467,0.0006321112515802782,1534,1,0.0,0.0,0.01597990639423319,,Red,Green,0.008800491326045053,0.00056251609836799,0.0222743433160903,0.008978438960910459,TimesFM-2.5,EURUSD,0.025
3689,1582,0.02291374249933952,0.9399494310998736,0.007585335018963337,1487,12,0.0,0.0,0.033740782743603814,,Red,Green,0.007113596906678725,0.0007991670675242782,0.015544299653009859,0.00736944284632966,TimesFM-2.5,EURUSD,0.05
3689,1582,0.01576026770746475,0.888748419721871,0.02465233881163085,1406,39,0.0,0.0,0.1165275610459301,0.3402923204130841,Red,Yellow,0.005296253084943273,0.0011126041913744806,0.010163723293112928,0.005597805909505738,TimesFM-2.5,EURUSD,0.1
4275,1833,0.08992953475905024,0.9934533551554828,0.0038188761593016913,1821,7,0.0,0.002350088165275932,,0.00013621871066438196,Red,Green,0.022911127752315394,0.0007410691613734107,0.06663336377621418,0.023335747760658807,TimesFM-2.5,FTSE100,0.01
4275,1833,0.06009810252689239,0.9738134206219312,0.011456628477905073,1785,21,0.0,3.328534147462037e-05,0.5297131517441278,3.1206508710468484e-08,Red,Green,0.017250946932464154,0.0012589292165672663,0.042364578672359425,0.017812663357860845,TimesFM-2.5,FTSE100,0.025
4275,1833,0.043820461125989016,0.9563557010365521,0.020731042007637753,1753,38,0.0,9.004452738992086e-11,0.4260881433409436,9.484295571127177e-10,Red,Yellow,0.013259879749120048,0.0018335296912538625,0.029964599108533954,0.01395584591989879,TimesFM-2.5,FTSE100,0.05
4275,1833,0.028814522220954503,0.900163666121113,0.05237315875613748,1650,96,0.0,1.2301271112846734e-13,0.8318612723932681,7.355338560444125e-10,Red,Red,0.009647970533553612,0.0025123307122973167,0.018540945462500208,0.010456393973823622,TimesFM-2.5,FTSE100,0.1
3698,1585,0.04370251651634241,0.9892744479495268,0.0018927444794952682,1568,3,0.0,6.975062956626754e-05,0.17393452858666691,0.0025537541621265536,Red,Green,0.013088324902522935,0.0003336626556522406,0.030490962112882974,0.013211961371812405,TimesFM-2.5,GBPUSD,0.01
3698,1585,0.02924081953834649,0.9747634069400631,0.010094637223974764,1545,16,0.0,1.6211494130780046e-05,0.36991931449713344,1.2310159114292674e-07,Red,Green,0.010395425391725843,0.0005406739486332199,0.018642769689032543,0.010610757226095753,TimesFM-2.5,GBPUSD,0.025
3698,1585,0.02089347281857245,0.9520504731861199,0.029022082018927444,1509,46,0.0,3.392804967516927e-05,0.3254930926559727,2.522231289381338e-07,Red,Yellow,0.008303208052170443,0.0007872761947038658,0.012297339138897257,0.008614572035461125,TimesFM-2.5,GBPUSD,0.05
3698,1585,0.014764308986130566,0.9072555205047319,0.07381703470031546,1438,117,0.0,0.0002863078961425902,0.8470764310546547,7.744113424901222e-05,Red,Red,0.006164513314290937,0.00115801818782031,0.00822963110113068,0.006558488758151604,TimesFM-2.5,GBPUSD,0.1
4299,1843,0.1102889788057189,0.9913185024416712,0.0027129679869777536,1827,5,0.0,0.00019144991138719814,,2.391156221781543e-05,Red,Green,0.028925262084733883,0.0008771814367975995,0.08071867286833105,0.0295864448189615,TimesFM-2.5,GDAXI,0.01
4299,1843,0.07932313851496758,0.9777536625067824,0.0048833423765599565,1802,9,0.0,1.514810499259056e-11,,3.289459251765159e-06,Red,Green,0.02141202223051329,0.0015509848318808115,0.05711090704409557,0.022231363541084747,TimesFM-2.5,GDAXI,0.025
4299,1843,0.05604641812924281,0.951709169831796,0.016277807921866522,1754,30,0.0,1.4654943925052066e-14,0.7289837649617692,3.947656003089328e-06,Red,Yellow,0.016266018845453322,0.0022108837629180264,0.03884742195837975,0.017234393122638893,TimesFM-2.5,GDAXI,0.05
4299,1843,0.036696279000575274,0.9055887140531742,0.0385241454150841,1669,71,0.0,0.0,0.20829920203020436,1.841925199030925e-07,Red,Red,0.012015525500810269,0.0029920910346825746,0.023644863556121415,0.013140051309585296,TimesFM-2.5,GDAXI,0.1
4127,1770,0.07361259008841674,0.9813559322033898,0.0039548022598870055,1737,7,0.0,0.003594588764277984,0.1506534066510946,0.018871545277205137,Red,Green,0.024093360966479595,0.0005700723233942832,0.04866176012124238,0.024955612484634303,TimesFM-2.5,GOLD,0.01
4127,1770,0.05375464718191306,0.96045197740113,0.010169491525423728,1700,18,0.0,5.913908500021492e-06,0.076535459843587,0.01197662940632116,Red,Green,0.018277482863625943,0.0010392818747417681,0.03454278609367487,0.019222113355036572,TimesFM-2.5,GOLD,0.025
4127,1770,0.039577305051622345,0.9282485875706215,0.024293785310734464,1643,43,0.0,4.0087283825762654e-08,0.024172048936093926,0.10012255557333005,Red,Yellow,0.014132890871562732,0.0015452428481475466,0.024468995677809673,0.015122035502125495,TimesFM-2.5,GOLD,0.05
4127,1770,0.02720090254940141,0.8745762711864407,0.0672316384180791,1548,119,0.0,1.1893798951279067e-06,0.08765559967158032,0.014949658331604776,Red,Red,0.010563206675821748,0.002260287116763567,0.0156531385113643,0.011582023500975243,TimesFM-2.5,GOLD,0.1
4160,1784,0.11482475667459552,0.9887892376681614,0.0011210762331838565,1764,2,0.0,1.5633457042252275e-06,0.22069260436938898,,Red,Green,0.0352624796017186,0.000837753048014074,0.07930678643333713,0.0355179702412584,TimesFM-2.5,HSI,0.01
4160,1784,0.07549398795157351,0.9725336322869955,0.005605381165919282,1735,10,0.0,2.564758405654288e-10,0.20350171754880286,0.043920998459913485,Red,Green,0.028121495061697796,0.0012998506333818864,0.04690252752635637,0.028601757026275827,TimesFM-2.5,HSI,0.025
4160,1784,0.050835756187913576,0.952914798206278,0.03195067264573991,1700,57,0.0,0.00018720461733412463,0.31332232907592306,0.010171477189913958,Red,Yellow,0.02253971586856785,0.0017794740930894303,0.02759480473599892,0.023267776914141388,TimesFM-2.5,HSI,0.05
4160,1784,0.0340525369679911,0.8957399103139013,0.11995515695067265,1598,214,0.0,0.006277414187218833,0.24896611836934257,0.026758041140204858,Red,Red,0.016670378251142797,0.0027616316666371223,0.016521167543376517,0.017583815857816088,TimesFM-2.5,HSI,0.1
2860,1226,0.04469264958937667,0.9942903752039152,0.02936378466557912,1219,36,0.0,3.2635586899587565e-08,,0.00042225945683305177,Red,Yellow,0.021938588662368967,0.00038369841530525695,0.022863259160179082,0.021829390429197595,TimesFM-2.5,IBGL,0.01
2860,1226,0.03328428440305096,0.9828711256117455,0.09216965742251224,1205,113,0.0,0.0,,8.751645133031616e-07,Red,Red,0.018088624993168274,0.0008913702336807751,0.0150937829307605,0.018190501472290458,TimesFM-2.5,IBGL,0.025
2860,1226,0.025819698775754553,0.9600326264274062,0.15252854812398042,1177,187,0.0,0.0,0.9763304517737488,6.332351421001192e-09,Red,Red,0.014837638671924995,0.001481237559132082,0.010646007840683569,0.015173690935070986,TimesFM-2.5,IBGL,0.05
2860,1226,0.01897440713254249,0.9192495921696574,0.21615008156606852,1127,265,0.0,0.0,0.4239134559621869,1.9474930779139754e-08,Red,Red,0.011216009956536621,0.002121003195173118,0.0071898592051254945,0.011794189678666108,TimesFM-2.5,IBGL,0.1
2762,1185,0.1129122663333629,0.9890295358649789,0.0033755274261603376,1172,4,0.0,0.007864194212597209,0.12966060085324438,,Red,Green,0.0448311072415911,0.0007152257832932666,0.06788141751722399,0.04503084881613892,TimesFM-2.5,ICLN,0.01
2762,1185,0.07794473427051775,0.9746835443037974,0.016877637130801686,1155,20,0.0,0.057277677463752785,0.22099036220488777,7.541152720835775e-06,Red,Yellow,0.03550929581518834,0.0012469059640917044,0.04192110634262678,0.03602362792789097,TimesFM-2.5,ICLN,0.025
2762,1185,0.05786644943706172,0.9561181434599156,0.06413502109704641,1133,76,0.0,0.03209271711926276,0.09954754850582626,1.5896173266582991e-12,Red,Red,0.028367788104706585,0.0020571601038940042,0.028664067871757237,0.029214705780186624,TimesFM-2.5,ICLN,0.05
2762,1185,0.0395766842123577,0.9156118143459916,0.13670886075949368,1085,162,0.0,5.982122113712407e-05,0.3551715261816628,5.2968465035219126e-06,Red,Red,0.02056570061372551,0.0032613476180356846,0.017977641713477398,0.021647110781809198,TimesFM-2.5,ICLN,0.1
4131,1771,0.18551795218518224,0.9858836815358555,0.07961603613777526,1746,141,0.0,0.0,0.3643970216096838,5.551115123125783e-16,Red,Red,0.10646822177307765,0.0037718707724048407,0.07863825941984078,0.1072337921223872,TimesFM-2.5,NATGAS,0.01
4131,1771,0.14235427560738972,0.9717673630717109,0.12535290796160362,1721,222,0.0,0.0,0.631021620986039,1.919464587274433e-12,Red,Red,0.0844820019812085,0.005914820404074679,0.05701181386511375,0.08588251403790001,TimesFM-2.5,NATGAS,0.025
4131,1771,0.11091054312780879,0.9491812535290797,0.17786561264822134,1681,315,0.0,0.0,0.7722293878195197,2.808864252301646e-14,Red,Red,0.06739195844090361,0.00825828917634862,0.04220153282414976,0.06953909008162763,TimesFM-2.5,NATGAS,0.05
4131,1771,0.07930258939880178,0.8977978543195935,0.2574816487859966,1590,456,0.0,0.0,0.5259315903141653,3.764822897878162e-09,Red,Red,0.050170446365703794,0.011543350994031162,0.028480294110849645,0.05287434192998035,TimesFM-2.5,NATGAS,0.1
2818,1208,0.07131004996292749,0.9884105960264901,0.0016556291390728477,1194,2,0.0,0.0003031051828544795,0.15077042184799128,,Red,Green,0.020534967453373455,0.0005179592130635951,0.05022458446363484,0.021085465499292647,TimesFM-2.5,NIFTY,0.01
2818,1208,0.047073477929119034,0.972682119205298,0.008278145695364239,1175,10,0.0,1.579276416552311e-05,0.30194384644314876,,Red,Green,0.01563065798109681,0.0008530532361595151,0.03076110763313732,0.016312370295981714,TimesFM-2.5,NIFTY,0.025
2818,1208,0.03626815514567183,0.9495033112582781,0.016556291390728478,1147,20,0.0,7.090570353085468e-10,0.012040502777284079,0.3379953064321878,Red,Yellow,0.012059453945038745,0.0013348646381602844,0.023412432065235897,0.012855723080435935,TimesFM-2.5,NIFTY,0.05
2818,1208,0.025397260342665613,0.890728476821192,0.04304635761589404,1076,52,0.0,1.8074430840897548e-13,0.0037436960827159638,3.715394996839372e-05,Red,Red,0.008957982930570206,0.0019246333208780316,0.015525591660545056,0.009873856771089729,TimesFM-2.5,NIFTY,0.1
4134,1772,0.1033098523285004,0.9892776523702032,0.002257336343115124,1753,4,0.0,7.662365631899704e-05,0.19796715899721862,,Red,Green,0.029818709479136063,0.0007912444775553441,0.07281142100419895,0.0305591071514297,TimesFM-2.5,NIKKEI,0.01
4134,1772,0.06986411362243877,0.9700902934537246,0.008465011286681716,1719,15,0.0,2.4945774801388154e-07,0.7248584722771609,2.6180592512803358e-06,Red,Green,0.023215219479852573,0.0013337582572543847,0.04581149953785995,0.02412980923817983,TimesFM-2.5,NIKKEI,0.025
4134,1772,0.051734251006139376,0.9463882618510158,0.016930022573363433,1677,30,0.0,1.7741363933510002e-13,0.6608419037916624,7.786424283118265e-09,Red,Yellow,0.01826794437160529,0.0019500152489956577,0.03249601159436495,0.01933215105020115,TimesFM-2.5,NIKKEI,0.05
4134,1772,0.03660163528888648,0.8848758465011287,0.045711060948081264,1568,81,0.0,0.0,0.40677500934562627,2.696325362983032e-07,Red,Red,0.013442003913718838,0.002852260878185035,0.02215913053754937,0.014581048646710526,TimesFM-2.5,NIKKEI,0.1
4254,1824,0.10995501789983163,0.9939692982456141,0.003289473684210526,1813,6,0.0,0.0008089915404964065,,0.012560531032555389,Red,Green,0.024985581860853937,0.0009499749754285215,0.08428016895305525,0.025674848946776383,TimesFM-2.5,SP500,0.01
4254,1824,0.06650054802553883,0.9802631578947368,0.009868421052631578,1788,18,0.0,2.504742741438193e-06,,0.00046234451515547725,Red,Green,0.019024167739468745,0.0014575098015309756,0.04665696822627641,0.019870478633918196,TimesFM-2.5,SP500,0.025
4254,1824,0.04506944072218171,0.9512061403508771,0.03070175438596491,1735,56,0.0,4.897191689678948e-05,0.18987377308164444,3.7272374853181134e-08,Red,Yellow,0.014706387956995144,0.0020458382280742443,0.02948475373026881,0.015682205588357232,TimesFM-2.5,SP500,0.05
4254,1824,0.028490745362466197,0.8804824561403509,0.08333333333333333,1606,152,0.0,0.014853461905554921,0.0016443856995032036,7.760458942129844e-14,Red,Red,0.010886682263992645,0.0028025838913165626,0.01680235506478975,0.01193069332874617,TimesFM-2.5,SP500,0.1
3495,1498,0.09574986611278366,0.9979973297730307,0.0,1495,0,0.0,4.08051099576312e-08,,,Red,Green,0.024411180391747382,0.0007109915990882768,0.07066510506515504,0.025084761047628627,TimesFM-2.5,STOXX,0.01
3495,1498,0.0645234938843119,0.9833110814419226,0.0033377837116154874,1473,5,0.0,1.5420553722833574e-11,,0.00999847718435909,Red,Green,0.01779538991536948,0.0011847267682516208,0.0458907324064193,0.0186327614778926,TimesFM-2.5,STOXX,0.025
3495,1498,0.0448209288790523,0.951935914552737,0.015353805073431242,1426,23,0.0,7.689404668553834e-13,0.37302099328187455,0.04864394784883752,Red,Green,0.013348528530245794,0.0016771589802713493,0.03051014464776535,0.01431331349893898,TimesFM-2.5,STOXX,0.05
3495,1498,0.029739715422849124,0.897196261682243,0.03938584779706275,1344,59,0.0,0.0,0.9648307498018709,9.608293318752459e-07,Red,Red,0.009810565413368505,0.002329548022262019,0.01887532253261997,0.010893665926185287,TimesFM-2.5,STOXX,0.1
3803,1631,0.05074159943698785,0.9926425505824648,0.029429797670141016,1619,48,0.0,1.6264734004067805e-10,0.07484198109765883,4.747925177150947e-05,Red,Yellow,0.02580677941722623,0.0005958144690753133,0.02532950526274672,0.025840187677160564,TimesFM-2.5,TLT,0.01
3803,1631,0.040194874466875294,0.9828326180257511,0.05518087063151441,1603,90,0.0,1.4481860155513004e-11,0.09225423865064553,0.0003137946630710209,Red,Red,0.020972814163341274,0.000943916904657154,0.01925819852812597,0.021218158206525554,TimesFM-2.5,TLT,0.025
3803,1631,0.03140198678255889,0.9638258736971184,0.10545677498467199,1572,172,0.0,0.0,0.02057265717294443,0.00013579740018154762,Red,Red,0.01700959237215375,0.0014794559117040618,0.014102892033831317,0.01750854778823834,TimesFM-2.5,TLT,0.05
3803,1631,0.022262807163867963,0.9196811771919068,0.1900674432863274,1500,310,0.0,0.0,0.14633986803867693,2.7596142178509808e-05,Red,Red,0.012740499444255267,0.002288574172691364,0.00892981476738449,0.01349420413080258,TimesFM-2.5,TLT,0.1
4403,1888,0.044308593516263636,0.9846398305084746,0.0015889830508474577,1859,3,0.0,4.947278166578251e-06,,,Red,Green,0.013506202131895129,0.0003183071386723632,0.03054311516750413,0.013765478348759502,TimesFM-2.5,USDJPY,0.01
4403,1888,0.02955237983050632,0.971927966101695,0.011652542372881356,1835,22,0.0,3.443284851400996e-05,0.6621636512117068,0.25677935032334753,Red,Green,0.010412021316733092,0.0005326633966361145,0.018805283201156122,0.010747096629350198,TimesFM-2.5,USDJPY,0.025
4403,1888,0.022196899513461973,0.9475635593220338,0.028601694915254237,1789,54,0.0,3.7686174152451457e-06,0.4245697077847208,0.00010307740314763336,Red,Yellow,0.008134798431372771,0.0008363415493079076,0.013651500260642182,0.00854539925281979,TimesFM-2.5,USDJPY,0.05
4403,1888,0.015834156618829514,0.8998940677966102,0.06197033898305085,1699,117,0.0,4.008253728926547e-09,0.04958113768824357,1.1106673691863023e-08,Red,Red,0.005936506946515009,0.0012643292109336469,0.009437561227135639,0.00639793767987936,TimesFM-2.5,USDJPY,0.1
4132,1772,0.18469060753065772,0.9904063205417607,0.014672686230248307,1755,26,0.0,0.06456426678904026,0.15350067542695356,0.0,Red,Green,0.06127851879815362,0.0022039487347633993,0.12344316846793366,0.06222127336345412,TimesFM-2.5,WTI,0.01
4132,1772,0.12182671272088298,0.9779909706546276,0.02652370203160271,1733,47,0.0,0.6841094252682687,1.1732391614005522e-05,1.1102230246251565e-16,Red,Yellow,0.04686218277581375,0.003307433726173109,0.074917036805413,0.04815791216104361,TimesFM-2.5,WTI,0.025
4132,1772,0.08563216393776753,0.95372460496614,0.051354401805869074,1690,91,0.0,0.7944853325629533,0.0046843118400818895,2.156053113822054e-13,Red,Red,0.03647550048364128,0.004404856291342514,0.04891869538536958,0.03807600864361698,TimesFM-2.5,WTI,0.05
4132,1772,0.05834158186086117,0.9102708803611738,0.1038374717832957,1613,184,0.0,0.5923377039977284,0.03466073852346896,5.7517324236755485e-12,Red,Red,0.027501965367163834,0.006002055801717993,0.03027901473214538,0.029440057414276924,TimesFM-2.5,WTI,0.1
4276,1833,0.06600155865125266,0.994544462629569,0.009274413529732678,1823,17,0.0,0.751949509243384,,3.3306690738754696e-16,Red,Green,0.019692585598893184,0.0007593172236754735,0.046256192992037336,0.020098814884887146,Moirai-2.0,ASX200,0.01
4276,1833,0.046967185389185595,0.9825422804146209,0.01691216584833606,1801,31,0.0,0.01858236261234214,,0.0,Red,Yellow,0.015591664858365693,0.0011634987217782925,0.031216636305802195,0.01615248256643054,Moirai-2.0,ASX200,0.025
4276,1833,0.0348364359493467,0.9519912711402073,0.027823240589198037,1745,51,0.0,2.1521482401754e-06,0.5103047988198044,0.0,Red,Yellow,0.012363439284553798,0.0015906813227431374,0.022182107564600696,0.013066661383431748,Moirai-2.0,ASX200,0.05
4276,1833,0.023727534082195127,0.8881614839061648,0.06764866339334424,1628,124,0.0,1.0813695202616103e-06,0.23145389790001614,4.714381107717713e-10,Red,Red,0.009008307651743016,0.002174118765723906,0.01436760321870363,0.009768641580079134,Moirai-2.0,ASX200,0.1
3252,1395,0.058557768997454684,0.9878136200716846,0.0007168458781362007,1378,1,0.0,5.232900054830125e-06,,,Red,Green,0.015302015895515457,0.0004387380925407885,0.04314422761767817,0.015413541379776519,Moirai-2.0,AUDUSD,0.01
3252,1395,0.038178635482641665,0.9770609318996416,0.0014336917562724014,1363,2,0.0,1.1435297153639112e-13,0.7633557614058047,,Red,Green,0.012423647938179865,0.0006587608403936425,0.025523869127149146,0.01265476635549252,Moirai-2.0,AUDUSD,0.025
3252,1395,0.027066809972645902,0.953405017921147,0.011469534050179211,1330,16,0.0,2.6645352591003757e-15,0.27388134063549463,,Red,Green,0.010053103161542527,0.0008950529926258382,0.01665061175000829,0.010416198222637615,Moirai-2.0,AUDUSD,0.05
3252,1395,0.018894191304195153,0.9060931899641577,0.053763440860215055,1264,75,0.0,3.8810221703045045e-10,0.26299020875996626,0.02206340423131281,Red,Red,0.007481792920360631,0.0013023364101537969,0.010941070122634964,0.007953121181560188,Moirai-2.0,AUDUSD,0.1
4186,1794,0.10458226012974818,0.9938684503901896,0.008918617614269788,1783,16,0.0,0.6391115502912504,,0.0,Red,Green,0.029809262799254575,0.0013461190196633595,0.07494904069873598,0.030464469119570823,Moirai-2.0,BOVESPA,0.01
4186,1794,0.07307685743670328,0.9771460423634337,0.011148272017837236,1753,20,0.0,2.522184246400716e-05,0.3126462157815906,0.0,Red,Green,0.02407137750233902,0.0018774371193924857,0.04892657489348139,0.024979397384102632,Moirai-2.0,BOVESPA,0.025
4186,1794,0.05685760303481721,0.9542920847268673,0.01560758082497213,1712,28,0.0,7.66053886991358e-15,0.5012042233689438,0.0,Red,Green,0.019354541724921705,0.002525591706223818,0.037067377058616804,0.020522560499966952,Moirai-2.0,BOVESPA,0.05
4186,1794,0.04064106651789358,0.899108138238573,0.04013377926421405,1613,72,0.0,0.0,0.7580563398360576,4.8463841939572205e-08,Red,Red,0.01426597346802757,0.0033809694880220635,0.025685422640387288,0.0156044255689016,Moirai-2.0,BOVESPA,0.1
2581,1107,0.22160544470779325,0.979223125564589,0.0,1084,0,0.0,2.3917889948599225e-06,0.49938228003687013,,Red,Green,0.05768141647808474,0.001636887219668195,0.1626361922976301,0.05896925241016315,Moirai-2.0,BTC,0.01
2581,1107,0.16656265321541758,0.9566395663956639,0.0009033423667570009,1059,1,0.0,5.899059019043307e-12,0.018334119665709192,,Red,Green,0.04360231767043766,0.00309870099429696,0.12157702730941991,0.04498562590599767,Moirai-2.0,BTC,0.025
2581,1107,0.1236756182140333,0.931345980126468,0.0027100271002710027,1031,3,0.0,0.0,0.7203054296103588,,Red,Green,0.03371811620425657,0.004555492280967503,0.08854284802120062,0.03513277019283269,Moirai-2.0,BTC,0.05
2581,1107,0.0800922644589619,0.8789521228545619,0.018970189701897018,973,21,0.0,0.0,0.34800662077859157,,Red,Yellow,0.024260362516226926,0.00587595216931792,0.05463253628847794,0.02545972817048397,Moirai-2.0,BTC,0.1
4330,1856,0.09599277494276562,0.990301724137931,0.004310344827586207,1838,8,0.0,0.005474873203380359,,1.3060004174780815e-06,Red,Green,0.02421137160938961,0.0008508594033416568,0.07145886857558967,0.024662939830360685,Moirai-2.0,FCHI,0.01
4330,1856,0.06699497604221409,0.9768318965517241,0.008081896551724138,1813,15,0.0,5.695777283154513e-08,0.9973550820306027,0.00012673776539828818,Red,Green,0.018981953630547624,0.0014353415353263164,0.04761480469310825,0.019576260613447773,Moirai-2.0,FCHI,0.025
4330,1856,0.05041052774763237,0.9525862068965517,0.01670258620689655,1768,31,0.0,2.964295475749168e-14,0.6800412884484807,9.813419965531978e-09,Red,Yellow,0.014982618288641177,0.002106461733311335,0.03492470523199134,0.01570940568860506,Moirai-2.0,FCHI,0.05
4330,1856,0.0343572922545569,0.8943965517241379,0.034482758620689655,1660,64,0.0,0.0,0.7530604576666431,2.0761170560490427e-14,Red,Yellow,0.01090345423393716,0.00289095300402069,0.02294899881022975,0.011668758262453938,Moirai-2.0,FCHI,0.1
2277,976,0.019775737947347743,0.9897540983606558,0.11475409836065574,966,112,0.0,0.0,0.08703327203810551,0.00039962227573486775,Red,Red,0.012668584238667263,0.00045980719392427286,0.006953487382799892,0.012839373860482171,Moirai-2.0,CBU0,0.01
2277,976,0.014098787990344011,0.985655737704918,0.22643442622950818,962,221,0.0,0.0,0.1915399592523751,0.001213132202515177,Red,Red,0.010220564650891356,0.000947990210300872,0.0037279377613221336,0.010495203938515413,Moirai-2.0,CBU0,0.025
2277,976,0.010781013409405736,0.9590163934426229,0.3012295081967213,936,294,0.0,0.0,0.31699525081288826,6.195723948188014e-05,Red,Red,0.008225592288112017,0.001288973832353772,0.0024229604855661143,0.0086172843455247,Moirai-2.0,CBU0,0.05
2277,976,0.007535671019434709,0.9149590163934426,0.3862704918032787,893,377,0.0,0.0,0.705704566387106,0.0001985817529229772,Red,Red,0.0060838785734092125,0.0016315296371715048,0.0014433808038741426,0.006572319997529505,Moirai-2.0,CBU0,0.1
1617,693,0.04584419323075885,0.9841269841269841,0.020202020202020204,682,14,0.0,0.017729933850182622,,1.61509724661002e-06,Red,Yellow,0.019338555113952056,0.0006124304373225157,0.026860886105287363,0.01918825589705508,Moirai-2.0,DJCI,0.01
1617,693,0.03700992109732453,0.9711399711399712,0.031746031746031744,673,22,0.0,0.2745914903334914,,1.0312597957806702e-06,Red,Yellow,0.01573760562547897,0.0009573368657958832,0.021503177189022702,0.015708766003110115,Moirai-2.0,DJCI,0.025
1617,693,0.029461517810867803,0.9538239538239538,0.05627705627705628,661,39,0.0,0.45693518079219053,,1.9860001887472833e-07,Red,Red,0.012796736949800972,0.0014174133865383447,0.016759089789588056,0.012914237867720935,Moirai-2.0,DJCI,0.05
1617,693,0.022092503034874977,0.9134199134199135,0.09090909090909091,633,63,0.0,0.41856509169102496,0.9552650174693255,1.0665852304803103e-05,Red,Red,0.009589773870204326,0.0020458684091877095,0.012450167316029735,0.009861458392028477,Moirai-2.0,DJCI,0.1
