model,symbol,n_test,viol,pi_hat,kupiec_p,TL,QS,width
Chronos-Small,USDJPY,1888,25,0.013241525423728813,0.17746885569963744,Green,0.0002092956701852081,0.013723290274621136
Chronos-Small,AUDUSD,1395,14,0.01003584229390681,0.9892715799151623,Green,0.00021508125647332792,0.015168461844594777
Chronos-Mini,SP500,1824,31,0.01699561403508772,0.006331911105095567,Yellow,0.0004393135429528065,0.025676162709961602
Chronos-Mini,STOXX,1498,26,0.017356475300400534,0.00956653567418253,Yellow,0.00035501291167391337,0.02326485330924891
Chronos-Mini,GDAXI,1843,40,0.02170374389582203,1.2352697671413893e-05,Yellow,0.00047819639206134705,0.027343952473266403
Chronos-Mini,FCHI,1856,34,0.018318965517241378,0.0012506156755185405,Yellow,0.0004806849396012784,0.02594226143693082
Chronos-Mini,FTSE100,1833,33,0.01800327332242226,0.001961909828656072,Yellow,0.000421945939476758,0.022280943748924628
Chronos-Mini,ICLN,1185,22,0.018565400843881856,0.008098720438533435,Yellow,0.0005448362303374382,0.03539924207734368
Chronos-Mini,NIKKEI,1772,12,0.006772009029345372,0.14693978931159457,Green,0.0005267854146043254,0.03812116504347743
Chronos-Mini,HSI,1784,23,0.01289237668161435,0.23985598040656175,Green,0.0005076588921004043,0.034041984840687226
Chronos-Mini,BOVESPA,1794,26,0.014492753623188406,0.07310256897850276,Green,0.0005508231606237759,0.03289878899606941
Chronos-Mini,NIFTY,1208,9,0.0074503311258278145,0.35094245540487556,Green,0.00032305758477730017,0.024342966078493317
Chronos-Mini,ASX200,1833,31,0.01691216584833606,0.006794700392041553,Yellow,0.00041472336300655107,0.02220613632384742
Chronos-Mini,CBU0,976,33,0.03381147540983607,4.293932764909414e-09,Yellow,0.00019531761011379087,0.009252701521400628
Chronos-Mini,TLT,1631,42,0.02575107296137339,9.438926662497238e-08,Yellow,0.00033998367724460445,0.019661090844258947
Chronos-Mini,IBGL,1226,18,0.01468189233278956,0.12350795867919684,Green,0.00024492568159332497,0.019697196725144174
Chronos-Mini,DJCI,693,24,0.03463203463203463,3.5704556622384587e-07,Yellow,0.00047300730913646144,0.01848067585187273
Chronos-Mini,GOLD,1770,25,0.014124293785310734,0.10059953092198659,Green,0.0004486474223897686,0.025959042032139334
Chronos-Mini,WTI,1772,29,0.01636568848758465,0.013644279083900868,Yellow,0.0012187073190248457,0.057012406499185195
Chronos-Mini,NATGAS,1771,64,0.03613777526821005,0.0,Red,0.001807345264282577,0.07414422803218666
Chronos-Mini,BTC,1107,1,0.0009033423667570009,8.590099648342342e-05,Green,0.0011457044101316077,0.10948018898317902
Chronos-Mini,ETH,762,25,0.03280839895013123,5.590629265084246e-07,Yellow,0.0015198026250551257,0.08216605553288152
Chronos-Mini,EURUSD,1582,23,0.014538558786346398,0.08929417443617493,Green,0.0001554637228967553,0.010670045635072518
Chronos-Mini,GBPUSD,1585,9,0.0056782334384858045,0.05980258313164977,Green,0.00019509127238765992,0.014938024954068528
Chronos-Mini,USDJPY,1888,25,0.013241525423728813,0.17746885569963744,Green,0.0002121442826866303,0.013408802817985748
Chronos-Mini,AUDUSD,1395,22,0.015770609318996417,0.045722638767951684,Green,0.0002191566674769862,0.014521707901851496
TimesFM-2.5,SP500,1824,28,0.015350877192982455,0.033232742379692204,Green,0.000454601801201456,0.026403003859673452
TimesFM-2.5,STOXX,1498,23,0.015353805073431242,0.053531505669308865,Green,0.0003547877980701222,0.02517673224945462
TimesFM-2.5,GDAXI,1843,37,0.020075963103635377,0.00013129753561513802,Yellow,0.00048012930304140315,0.027536824456971976
TimesFM-2.5,FCHI,1856,29,0.015625,0.024426628105967962,Green,0.0004559034975771508,0.027764347960075122
TimesFM-2.5,FTSE100,1833,37,0.020185488270594652,0.00011772510161989214,Yellow,0.0004168336893403814,0.02115055933273034
TimesFM-2.5,ICLN,1185,20,0.016877637130801686,0.030287017421227302,Yellow,0.0005370116791114911,0.03681383508394592
TimesFM-2.5,NIKKEI,1772,11,0.006207674943566591,0.08450066714993021,Green,0.0005138086997916908,0.03813030415061661
TimesFM-2.5,HSI,1784,19,0.010650224215246636,0.7847470593842124,Green,0.0005155139690357885,0.03453337016343747
TimesFM-2.5,BOVESPA,1794,19,0.010590858416945374,0.803260749518993,Green,0.0005449089520330968,0.03527402810520287
TimesFM-2.5,NIFTY,1208,9,0.0074503311258278145,0.35094245540487556,Green,0.0003223761944000241,0.024230233901421632
TimesFM-2.5,ASX200,1833,36,0.019639934533551555,0.0002474776485975605,Yellow,0.00037956252377038184,0.02204075908558932
TimesFM-2.5,CBU0,976,32,0.03278688524590164,1.51633725575806e-08,Yellow,0.00019163283285434968,0.00923092312110433
TimesFM-2.5,TLT,1631,39,0.023911710606989576,1.6718601372200936e-06,Yellow,0.0003611304481091943,0.01995800848655035
TimesFM-2.5,IBGL,1226,20,0.01631321370309951,0.04175576040711504,Yellow,0.00025923602288159704,0.018701225659621543
TimesFM-2.5,DJCI,693,19,0.027417027417027416,0.00014783279555086182,Yellow,0.00042259925790310643,0.020279200280715268
TimesFM-2.5,GOLD,1770,30,0.01694915254237288,0.007519401762811628,Yellow,0.00046190452807948017,0.024914140368017538
TimesFM-2.5,WTI,1772,31,0.017494356659142212,0.004150050367136893,Yellow,0.001254307690073027,0.05816431454212577
TimesFM-2.5,NATGAS,1771,59,0.033314511575381144,7.771561172376096e-15,Yellow,0.0018634133047048737,0.07369674938005846
TimesFM-2.5,BTC,1107,1,0.0009033423667570009,8.590099648342342e-05,Green,0.001131282033075932,0.10806194809216288
TimesFM-2.5,ETH,762,19,0.024934383202099737,0.0004957140672507965,Yellow,0.0014249138670585696,0.08718213413503291
TimesFM-2.5,EURUSD,1582,26,0.01643489254108723,0.018575597065795035,Yellow,0.0001613157469819813,0.01026778879690039
TimesFM-2.5,GBPUSD,1585,13,0.008201892744479496,0.45772602362247783,Green,0.00019661421752294878,0.014492072509534605
TimesFM-2.5,USDJPY,1888,24,0.012711864406779662,0.25574042597286895,Green,0.00021128824919945514,0.01445345487589929
TimesFM-2.5,AUDUSD,1395,17,0.012186379928315413,0.42746860716224266,Green,0.00021667081560460417,0.014769391260530835
Moirai-2.0,SP500,1824,21,0.011513157894736841,0.5259297091469449,Green,0.0004592384166783666,0.027843850756332687
Moirai-2.0,STOXX,1498,23,0.015353805073431242,0.053531505669308865,Green,0.0003521506198809683,0.02472709356413848
Moirai-2.0,GDAXI,1843,38,0.020618556701030927,6.121312780704713e-05,Yellow,0.0004744203174766281,0.027078080381130375
Moirai-2.0,FCHI,1856,34,0.018318965517241378,0.0012506156755185405,Yellow,0.0004747754325597963,0.025286082265130225
Moirai-2.0,FTSE100,1833,30,0.016366612111292964,0.012109886655179314,Yellow,0.00039528935023848085,0.023284131750258206
Moirai-2.0,ICLN,1185,20,0.016877637130801686,0.030287017421227302,Yellow,0.0005288489991855259,0.036471530849925576
Moirai-2.0,NIKKEI,1772,11,0.006207674943566591,0.08450066714993021,Green,0.0005183275197088739,0.03822707176293269
Moirai-2.0,HSI,1784,21,0.011771300448430493,0.4645172052755361,Green,0.0005203876803955609,0.03345956501192653
Moirai-2.0,BOVESPA,1794,25,0.013935340022296544,0.11382824080797971,Green,0.0005278939850068215,0.03190859980218892
Moirai-2.0,NIFTY,1208,9,0.0074503311258278145,0.35094245540487556,Green,0.0003237008661729794,0.02434088235145342
Moirai-2.0,ASX200,1833,27,0.014729950900163666,0.057241087656079714,Green,0.00039235646372351023,0.022571821417752054
